11.877264,36.064235,-47.999534
1.4191496,41.527016,-48.286474
1.1777108,43.99125,-47.0825
27.455136,48.105889,-43.857651
-13.110436,52.033462,-41.571063
36.258073,52.942861,-40.98796
-14.084422,57.665996,-42.78173
20.83655,63.15587,-37.573865
-23.715772,74.403785,-38.454928
-59.708188,72.90661,-34.808854
9.1213,76.712093,-31.048386
26.176654,72.71761,12.969996
10.102647,64.878445,38.00726
9.2309791,68.65206,39.179805
15.544122,63.149657,38.475565
3.5457981,70.429073,39.772538
-8.8525595,60.627158,39.25961
-23.292599,50.688233,36.246946
-31.902449,48.511725,34.486722
11.852437,48.834946,31.903647
3.7577179,49.145886,30.395373
1.6348628,47.492512,30.140623
-10.765544,26.63957,31.654993
-48.806907,11.562386,30.496457
-23.393275,4.9306377,32.093429
-1.9156272,-8.6688632,33.461023
-8.9174378,-22.303538,32.932234
5.5225454,-24.93713,32.819119
29.962196,-17.903098,38.489524
31.172343,-22.687221,36.707612
25.594092,-26.356646,37.893827
37.02579,-15.557235,35.673879
-118.88749,-15.178859,39.447162
41.380641,-6.6756524,41.280268
16.223125,-16.741284,39.19817
-17.554891,-26.532894,27.859425
31.913337,-30.845826,27.604988
29.585541,-13.799185,29.294073
-22.13142,-10.641364,28.223462
5.1251839,-2.7935532,27.839381
38.757941,-0.40016598,27.829517
7.2057148,-4.5850303,27.524116
8.4736682,-6.6081813,27.515977
18.511911,-7.2264292,26.18047
36.208383,-4.1277071,25.809356
11.15496,-3.0070054,26.129473
29.306982,-16.616828,26.567188
-113.32947,-29.198924,28.930631
77.983205,-25.173715,30.640162
9.7543089,-25.468048,30.411017
-18.950365,-23.67821,28.496427
-38.987625,-16.671414,29.958037
18.314101,-20.900031,29.529312
-23.143414,-24.37185,27.727462
16.960978,-26.902206,28.883643
24.920395,-27.018709,27.323108
-2.5589347,-14.285117,27.247844
22.83631,-14.722074,26.943411
24.046875,-18.628262,27.482167
-113.88154,-19.05797,25.202783
31.392494,-19.325003,23.964996
10.447789,-19.747623,24.436303
18.112863,-20.322878,22.477112
-20.588292,-6.6047135,22.303512
28.033693,-2.6282512,21.737847
-8.5531081,-9.113159,20.627089
