conflictid,country,incomp,year,int,cumint,type,startdate,startprec,startdate2,startprec2,epend,ependdate,ependprec,region
26,Burma,1,1963,1,0,3,1948-12-31,3,1949-02-28,3,1,1963-12-31,5,3
26,Burma,1,1990,1,0,3,1948-12-31,3,1990-03-27,1,1,1990-12-31,5,3
26,Burma,1,1996,1,0,3,1948-12-31,3,1996-12-31,3,1,1996-12-31,1,3
34,Burma,1,1949,1,0,3,1949-12-31,6,1949-12-31,6,0,,,3
34,Burma,1,1950,1,1,3,1949-12-31,6,1949-12-31,6,1,1950-05-05,1,3
34,Burma,1,1961,2,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1962,2,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1963,2,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1964,2,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1965,2,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1966,2,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1967,2,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1968,2,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1969,2,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1970,2,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1971,2,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1972,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1973,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1974,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1975,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1976,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1977,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1978,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1979,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1980,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1981,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1982,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1983,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1984,2,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1985,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1986,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1987,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1988,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1989,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1990,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1991,1,1,3,1949-12-31,6,1961-02-28,4,0,,,3
34,Burma,1,1992,1,1,3,1949-12-31,6,1961-02-28,4,1,1992-10-01,1,3
34,Burma,1,2011,1,1,3,1949-12-31,6,2011-06-17,1,0,,,3
56,Burma,1,1957,1,0,3,1957-12-31,6,1957-12-31,6,1,1957-12-31,5,3
56,Burma,1,1987,1,0,3,1957-12-31,6,1987-12-31,5,1,1987-12-31,5,3
56,Burma,1,1992,1,0,3,1957-12-31,6,1992-12-31,5,1,1992-12-31,5,3
56,Burma,1,1996,1,0,3,1957-12-31,6,1996-12-31,5,1,1996-12-31,5,3
56,Burma,1,2005,1,0,3,1957-12-31,6,2005-01-16,1,1,2005-12-13,5,3
67,Burma,1,1959,1,0,3,1959-11-22,1,1959-11-22,1,0,,,3
67,Burma,1,1960,1,0,3,1959-11-22,1,1959-11-22,1,0,,,3
67,Burma,1,1961,1,0,3,1959-11-22,1,1959-11-22,1,0,,,3
67,Burma,1,1962,1,0,3,1959-11-22,1,1959-11-22,1,0,,,3
67,Burma,1,1963,1,0,3,1959-11-22,1,1959-11-22,1,0,,,3
67,Burma,1,1964,2,1,3,1959-11-22,1,1959-11-22,1,0,,,3
67,Burma,1,1965,2,1,3,1959-11-22,1,1959-11-22,1,0,,,3
67,Burma,1,1966,2,1,3,1959-11-22,1,1959-11-22,1,0,,,3
67,Burma,1,1967,2,1,3,1959-11-22,1,1959-11-22,1,0,,,3
67,Burma,1,1968,2,1,3,1959-11-22,1,1959-11-22,1,0,,,3
67,Burma,1,1969,2,1,3,1959-11-22,1,1959-11-22,1,0,,,3
67,Burma,1,1970,2,1,3,1959-11-22,1,1959-11-22,1,1,1970-12-31,5,3
67,Burma,1,1972,1,1,3,1959-11-22,1,1972-12-31,5,0,,,3
67,Burma,1,1973,1,1,3,1959-11-22,1,1972-12-31,5,1,1973-12-31,5,3
67,Burma,1,1976,1,1,3,1959-11-22,1,1976-12-31,6,0,,,3
67,Burma,1,1977,1,1,3,1959-11-22,1,1976-12-31,6,0,,,3
67,Burma,1,1978,1,1,3,1959-11-22,1,1976-12-31,6,0,,,3
67,Burma,1,1979,1,1,3,1959-11-22,1,1976-12-31,6,0,,,3
67,Burma,1,1980,1,1,3,1959-11-22,1,1976-12-31,6,0,,,3
67,Burma,1,1981,1,1,3,1959-11-22,1,1976-12-31,6,0,,,3
67,Burma,1,1982,1,1,3,1959-11-22,1,1976-12-31,6,0,,,3
67,Burma,1,1983,1,1,3,1959-11-22,1,1976-12-31,6,0,,,3
67,Burma,1,1984,1,1,3,1959-11-22,1,1976-12-31,6,0,,,3
67,Burma,1,1985,1,1,3,1959-11-22,1,1976-12-31,6,0,,,3
67,Burma,1,1986,1,1,3,1959-11-22,1,1976-12-31,6,0,,,3
67,Burma,1,1987,1,1,3,1959-11-22,1,1976-12-31,6,0,,,3
67,Burma,1,1988,1,1,3,1959-11-22,1,1976-12-31,6,1,1988-12-31,5,3
67,Burma,1,1993,1,1,3,1959-11-22,1,1993-05-22,1,0,,,3
67,Burma,1,1994,2,1,3,1959-11-22,1,1993-05-22,1,0,,,3
67,Burma,1,1995,1,1,3,1959-11-22,1,1993-05-22,1,0,,,3
67,Burma,1,1996,1,1,3,1959-11-22,1,1993-05-22,1,0,,,3
67,Burma,1,1997,1,1,3,1959-11-22,1,1993-05-22,1,0,,,3
67,Burma,1,1998,1,1,3,1959-11-22,1,1993-05-22,1,0,,,3
67,Burma,1,1999,1,1,3,1959-11-22,1,1993-05-22,1,0,,,3
67,Burma,1,2000,1,1,3,1959-11-22,1,1993-05-22,1,0,,,3
67,Burma,1,2001,1,1,3,1959-11-22,1,1993-05-22,1,0,,,3
67,Burma,1,2002,1,1,3,1959-11-22,1,1993-05-22,1,1,2002-12-31,5,3
67,Burma,1,2005,1,1,3,1959-11-22,1,2005-12-27,1,0,,,3
67,Burma,1,2006,1,1,3,1959-11-22,1,2005-12-27,1,0,,,3
67,Burma,1,2007,1,1,3,1959-11-22,1,2005-12-27,1,0,,,3
67,Burma,1,2008,1,1,3,1959-11-22,1,2005-12-27,1,0,,,3
67,Burma,1,2009,1,1,3,1959-11-22,1,2005-12-27,1,0,,,3
67,Burma,1,2010,1,1,3,1959-11-22,1,2005-12-27,1,0,,,3
67,Burma,1,2011,1,1,3,1959-11-22,1,2005-12-27,1,1,2011-09-11,1,3
228,Burma,1,1997,1,0,3,1997-03-31,3,1997-03-16,2,1,1997-12-31,4,3
264,Burma,1,2009,1,0,3,2009-08-27,1,2009-08-29,1,1,2009-08-29,2,3
265,Burma,1,1973,1,0,3,1973-01-11,2,1973-02-28,4,0,,,3
265,Burma,1,1974,1,0,3,1973-01-11,2,1973-02-28,4,0,,,3
265,Burma,1,1975,1,0,3,1973-01-11,2,1973-02-28,4,0,,,3
265,Burma,1,1976,1,0,3,1973-01-11,2,1973-02-28,4,0,,,3
265,Burma,1,1977,1,0,3,1973-01-11,2,1973-02-28,4,0,,,3
265,Burma,1,1978,1,0,3,1973-01-11,2,1973-02-28,4,0,,,3
265,Burma,1,1979,1,0,3,1973-01-11,2,1973-02-28,4,0,,,3
265,Burma,1,1980,1,0,3,1973-01-11,2,1973-02-28,4,0,,,3
265,Burma,1,1981,1,0,3,1973-01-11,2,1973-02-28,4,0,,,3
34,Burma,1,2012,1,1,3,1949-12-31,6,2011-06-17,1,,,,3
265,Burma,1,1982,1,0,3,1973-01-11,2,1973-02-28,4,1,1982-12-31,5,3
90,Burundi,2,1965,1,0,3,1965-10-18,1,1965-10-19,1,1,1965-10-19,1,4
90,Burundi,2,1991,1,0,3,1965-10-18,1,1991-11-27,2,0,,,4
90,Burundi,2,1992,1,0,3,1965-10-18,1,1991-11-27,2,1,1992-12-31,5,4
90,Burundi,2,1994,1,0,3,1965-10-18,1,1994-10-18,2,0,,,4
90,Burundi,2,1995,1,0,3,1965-10-18,1,1994-10-18,2,0,,,4
90,Burundi,2,1996,1,0,3,1965-10-18,1,1994-10-18,2,0,,,4
90,Burundi,2,1997,1,1,3,1965-10-18,1,1994-10-18,2,0,,,4
90,Burundi,2,1998,1,1,3,1965-10-18,1,1994-10-18,2,0,,,4
90,Burundi,2,1999,1,1,3,1965-10-18,1,1994-10-18,2,0,,,4
90,Burundi,2,2000,2,1,3,1965-10-18,1,1994-10-18,2,0,,,4
90,Burundi,2,2001,2,1,3,1965-10-18,1,1994-10-18,2,0,,,4
90,Burundi,2,2002,2,1,3,1965-10-18,1,1994-10-18,2,0,,,4
90,Burundi,2,2003,1,1,3,1965-10-18,1,1994-10-18,2,0,,,4
90,Burundi,2,2004,1,1,3,1965-10-18,1,1994-10-18,2,0,,,4
90,Burundi,2,2005,1,1,3,1965-10-18,1,1994-10-18,2,0,,,4
90,Burundi,2,2006,1,1,3,1965-10-18,1,1994-10-18,2,1,2006-09-07,1,4
90,Burundi,2,2008,1,1,3,1965-10-18,1,2008-03-01,2,1,2008-12-04,1,4
2,Cambodia,1,1946,1,0,1,1946-08-31,3,1946-08-31,3,0,,,3
2,Cambodia,1,1947,1,0,1,1946-08-31,3,1946-08-31,3,0,,,3
2,Cambodia,1,1948,1,0,1,1946-08-31,3,1946-08-31,3,0,,,3
2,Cambodia,1,1949,1,0,1,1946-08-31,3,1946-08-31,3,0,,,3
2,Cambodia,1,1950,1,0,1,1946-08-31,3,1946-08-31,3,0,,,3
2,Cambodia,1,1951,1,0,1,1946-08-31,3,1946-08-31,3,0,,,3
2,Cambodia,1,1952,1,0,1,1946-08-31,3,1946-08-31,3,0,,,3
2,Cambodia,1,1953,1,0,1,1946-08-31,3,1946-08-31,3,1,1953-11-09,1,3
103,Cambodia,2,1967,2,1,3,1967-04-30,3,1967-05-31,3,0,,,3
103,Cambodia,2,1968,1,1,3,1967-04-30,3,1967-05-31,3,0,,,3
103,Cambodia,2,1969,1,1,3,1967-04-30,3,1967-05-31,3,0,,,3
103,Cambodia,2,1970,2,1,4,1967-04-30,3,1967-05-31,3,0,,,3
103,Cambodia,2,1971,2,1,4,1967-04-30,3,1967-05-31,3,0,,,3
103,Cambodia,2,1972,2,1,4,1967-04-30,3,1967-05-31,3,0,,,3
103,Cambodia,2,1973,2,1,4,1967-04-30,3,1967-05-31,3,0,,,3
103,Cambodia,2,1974,2,1,4,1967-04-30,3,1967-05-31,3,0,,,3
103,Cambodia,2,1975,2,1,4,1967-04-30,3,1967-05-31,3,1,1975-04-17,1,3
103,Cambodia,2,1978,2,1,4,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1979,1,1,4,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1980,1,1,4,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1981,1,1,4,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1982,1,1,4,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1983,1,1,4,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1984,1,1,4,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1985,1,1,4,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1986,1,1,4,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1987,1,1,4,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1988,1,1,4,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1989,2,1,4,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1990,1,1,3,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1991,1,1,3,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1992,1,1,3,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1993,1,1,3,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1994,1,1,3,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1995,1,1,3,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1996,1,1,3,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1997,1,1,3,1967-04-30,3,1978-12-30,2,0,,,3
103,Cambodia,2,1998,1,1,3,1967-04-30,3,1978-12-30,2,1,1998-12-25,1,3
97,Cambodia,1,1977,1,0,2,1975-12-15,2,1977-12-31,5,0,,,3
97,Cambodia,1,1978,1,0,2,1975-12-15,2,1977-12-31,5,1,1978-12-31,5,3
97,Cambodia,1,2011,1,0,2,1975-12-15,2,2011-04-28,2,1,,,3
132,Cambodia,1,1975,1,0,2,1975-05-01,1,1975-12-31,5,0,,,3
132,Cambodia,1,1976,1,0,2,1975-05-01,1,1975-12-31,5,0,,,3
132,Cambodia,1,1977,1,0,2,1975-05-01,1,1975-12-31,5,1,1977-12-31,5,3
57,Cameroon,1,1957,1,0,1,1957-09-30,3,1957-09-30,3,0,,,4
57,Cameroon,1,1958,1,0,1,1957-09-30,3,1957-09-30,3,0,,,4
57,Cameroon,1,1959,1,0,1,1957-09-30,3,1957-09-30,3,1,1959-12-31,1,4
158,Cameroon,2,1960,2,1,4,1960-01-31,4,1960-01-31,4,0,,,4
158,Cameroon,2,1961,1,1,3,1960-01-31,4,1960-01-31,4,1,1961-12-31,5,4
158,Cameroon,2,1984,1,1,3,1960-01-31,4,1984-04-06,1,1,1984-04-09,1,4
210,Cameroon,1,1996,1,0,2,1994-02-18,1,1996-05-07,2,1,1996-12-31,5,4
222,Central African Republic,2,2001,1,0,4,2001-05-27,1,2001-06-01,2,0,,,4
222,Central African Republic,2,2002,1,0,3,2001-05-27,1,2001-06-01,2,1,2002-12-31,5,4
222,Central African Republic,2,2006,1,0,4,2001-05-27,1,2006-11-28,2,1,2006-12-31,5,4
222,Central African Republic,2,2009,1,0,3,2001-05-27,1,2009-12-07,1,0,,,4
222,Central African Republic,2,2010,1,0,3,2001-05-27,1,2009-12-07,1,0,,,4
222,Central African Republic,2,2011,1,0,3,2001-05-27,1,2009-12-07,1,0,,,4
222,Central African Republic,2,2012,1,0,4,2001-05-27,1,2012-12-18,1,,,,4
91,Chad,2,1966,1,0,3,1966-07-31,4,1966-07-31,4,0,,,4
91,Chad,2,1967,1,0,3,1966-07-31,4,1966-07-31,4,0,,,4
91,Chad,2,1968,1,0,3,1966-07-31,4,1966-07-31,4,0,,,4
91,Chad,2,1969,1,1,4,1966-07-31,4,1966-07-31,4,0,,,4
91,Chad,2,1970,1,1,4,1966-07-31,4,1966-07-31,4,0,,,4
91,Chad,2,1971,1,1,4,1966-07-31,4,1966-07-31,4,0,,,4
91,Chad,2,1972,1,1,4,1966-07-31,4,1966-07-31,4,1,1972-11-24,1,4
91,Chad,2,1976,1,1,3,1966-07-31,4,1976-02-28,1,0,,,4
91,Chad,2,1977,1,1,3,1966-07-31,4,1976-02-28,1,0,,,4
91,Chad,2,1978,2,1,4,1966-07-31,4,1976-02-28,1,0,,,4
91,Chad,2,1979,2,1,3,1966-07-31,4,1976-02-28,1,0,,,4
91,Chad,2,1980,2,1,4,1966-07-31,4,1976-02-28,1,0,,,4
91,Chad,2,1981,1,1,4,1966-07-31,4,1976-02-28,1,0,,,4
91,Chad,2,1982,1,1,3,1966-07-31,4,1976-02-28,1,0,,,4
91,Chad,2,1983,1,1,4,1966-07-31,4,1976-02-28,1,0,,,4
91,Chad,2,1984,1,1,4,1966-07-31,4,1976-02-28,1,1,1984-12-31,5,4
91,Chad,2,1986,1,1,4,1966-07-31,4,1986-12-31,5,0,,,4
91,Chad,2,1987,2,1,4,1966-07-31,4,1986-12-31,5,1,1987-11-01,1,4
91,Chad,2,1989,1,1,3,1966-07-31,4,1989-03-03,2,0,,,4
91,Chad,2,1990,2,1,3,1966-07-31,4,1989-03-03,2,0,,,4
91,Chad,2,1991,1,1,3,1966-07-31,4,1989-03-03,2,0,,,4
91,Chad,2,1992,1,1,3,1966-07-31,4,1989-03-03,2,0,,,4
91,Chad,2,1993,1,1,3,1966-07-31,4,1989-03-03,2,0,,,4
91,Chad,2,1994,1,1,3,1966-07-31,4,1989-03-03,2,1,1994-12-31,5,4
91,Chad,2,1997,1,1,3,1966-07-31,4,1997-10-30,1,0,,,4
91,Chad,2,1998,1,1,3,1966-07-31,4,1997-10-30,1,0,,,4
91,Chad,2,1999,1,1,3,1966-07-31,4,1997-10-30,1,0,,,4
91,Chad,2,2000,1,1,3,1966-07-31,4,1997-10-30,1,0,,,4
91,Chad,2,2001,1,1,3,1966-07-31,4,1997-10-30,1,0,,,4
91,Chad,2,2002,1,1,3,1966-07-31,4,1997-10-30,1,0,,,4
91,Chad,2,2005,1,1,3,1966-07-31,4,2005-12-18,1,0,,,4
91,Chad,2,2006,2,1,3,1966-07-31,4,2005-12-18,1,0,,,4
91,Chad,2,2007,1,1,3,1966-07-31,4,2005-12-18,1,0,,,4
91,Chad,2,2008,1,1,3,1966-07-31,4,2005-12-18,1,0,,,4
91,Chad,2,2009,1,1,3,1966-07-31,4,2005-12-18,1,0,,,4
91,Chad,2,2010,1,1,3,1966-07-31,4,2005-12-18,1,1,2010-04-28,2,4
91,Chad,2,2003,1,1,3,1966-07-31,4,1997-10-30,1,1,2003-12-14,1,4
166,Chad,1,1987,2,1,2,1987-08-08,1,1987-08-08,1,1,1987-09-12,1,4
154,Chad,1,1983,1,0,2,1983-04-18,1,1983-04-24,1,1,1983-11-01,1,4
125,Chile,2,1973,1,0,3,1973-09-11,1,1973-09-11,1,1,1973-09-11,1,5
3,China,2,1946,2,1,3,1946-12-31,7,1946-12-31,7,0,,,3
3,China,2,1947,2,1,3,1946-12-31,7,1946-12-31,7,0,,,3
3,China,2,1948,2,1,3,1946-12-31,7,1946-12-31,7,0,,,3
3,China,2,1949,2,1,3,1946-12-31,7,1946-12-31,7,1,1949-12-08,1,3
18,China,1,1947,2,1,3,1947-02-28,1,1947-02-28,1,1,1947-03-24,1,3
39,China,1,1950,1,0,3,1950-10-07,1,1950-10-07,1,1,1950-10-09,1,3
39,China,1,1956,2,1,3,1950-10-07,1,1956-05-31,4,1,1956-12-31,5,3
39,China,1,1959,2,1,3,1950-10-07,1,1959-03-10,1,1,1959-04-23,1,3
273,China,1,2008,1,0,3,1990-04-05,1,2008-08-10,1,1,2008-08-29,1,3
77,China,1,1962,2,1,2,1959-08-31,3,1962-12-31,5,1,1962-11-20,1,3
77,China,1,1967,1,1,2,1959-08-31,3,1967-01-31,3,1,1967-12-31,5,3
108,China,1,1969,1,0,2,1969-02-28,4,1969-02-28,4,1,1969-12-31,5,3
109,China,1,1969,1,0,2,1969-03-02,1,1969-03-02,1,1,1969-12-31,5,3
35,China,3,1949,2,1,2,1949-10-31,3,1949-10-31,3,0,,,3
35,China,3,1950,1,1,2,1949-10-31,3,1949-10-31,3,1,1950-12-31,5,3
35,China,3,1954,2,1,2,1949-10-31,3,1954-12-31,5,1,1954-12-31,5,3
35,China,3,1958,2,1,2,1949-10-31,3,1958-12-31,5,1,1958-12-31,5,3
138,China,1,1974,1,0,2,1974-01-19,1,1974-01-20,2,1,1974-12-31,5,3
138,China,1,1978,1,0,2,1974-01-19,1,1978-12-31,5,0,,,3
138,China,1,1979,2,1,2,1974-01-19,1,1978-12-31,5,0,,,3
138,China,1,1980,1,1,2,1974-01-19,1,1978-12-31,5,0,,,3
138,China,1,1981,1,1,2,1974-01-19,1,1978-12-31,5,1,1981-12-31,5,3
138,China,1,1983,1,1,2,1974-01-19,1,1983-12-31,5,0,,,3
138,China,1,1984,1,1,2,1974-01-19,1,1983-12-31,5,1,1984-12-31,5,3
138,China,1,1986,1,1,2,1974-01-19,1,1986-12-31,5,0,,,3
138,China,1,1987,1,1,2,1974-01-19,1,1986-12-31,5,0,,,3
138,China,1,1988,1,1,2,1974-01-19,1,1986-12-31,5,1,1988-12-31,5,3
92,Colombia,2,1964,1,0,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1965,1,0,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1966,1,0,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1967,1,0,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1968,1,0,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1969,1,0,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1970,1,0,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1971,1,0,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1972,1,0,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1973,1,0,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1974,1,0,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1975,1,0,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1976,1,0,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1977,1,0,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1978,1,0,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1979,1,0,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1980,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1981,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1982,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1983,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1984,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1985,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1986,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1987,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1988,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1989,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1990,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1991,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1992,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1993,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1994,2,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1995,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1996,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1997,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1998,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,1999,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,2000,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,2001,2,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,2002,2,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,2003,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,2004,2,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,2005,2,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,2006,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,2007,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,2008,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,2009,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,2010,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,2011,1,1,3,1964-12-31,5,1964-12-31,5,0,,,5
92,Colombia,2,2012,1,1,3,1964-12-31,5,1964-12-31,5,,,,5
167,Comoros,2,1989,1,0,3,1989-11-27,1,1989-11-29,1,1,1989-11-29,1,4
213,Comoros,1,1997,1,0,3,1997-09-03,1,1997-09-05,1,1,1997-12-13,1,4
214,Congo,2,1993,1,0,3,1993-11-03,1,1993-11-11,2,1,1993-12-27,1,4
214,Congo,2,1997,2,1,4,1993-11-03,1,1997-06-06,2,0,,,4
214,Congo,2,1998,2,1,4,1993-11-03,1,1997-06-06,2,0,,,4
214,Congo,2,1999,1,1,4,1993-11-03,1,1997-06-06,2,1,1999-12-29,1,4
214,Congo,2,2002,1,1,4,1993-11-03,1,2002-04-10,2,1,2002-12-31,5,4
27,Costa Rica,2,1948,2,1,3,1948-03-03,2,1948-03-03,2,1,1948-04-20,1,5
195,Croatia,1,1992,1,0,4,1992-04-29,1,1992-05-17,1,0,,,1
195,Croatia,1,1993,1,0,4,1992-04-29,1,1992-05-17,1,1,1993-12-23,1,1
195,Croatia,1,1995,1,0,3,1992-04-29,1,1995-05-01,1,1,1995-11-12,1,1
45,Cuba,2,1953,1,0,3,1953-07-26,1,1953-07-26,1,1,1953-07-27,1,5
45,Cuba,2,1956,1,0,3,1953-07-26,1,1956-12-05,1,0,,,5
45,Cuba,2,1957,1,0,3,1953-07-26,1,1956-12-05,1,0,,,5
45,Cuba,2,1958,2,1,3,1953-07-26,1,1956-12-05,1,1,1958-12-31,5,5
45,Cuba,2,1961,1,1,4,1953-07-26,1,1961-04-17,2,1,1961-04-20,1,5
51,Cyprus,1,1955,1,0,1,1955-06-02,1,1955-06-02,1,0,,,1
51,Cyprus,1,1956,1,0,1,1955-06-02,1,1955-06-02,1,0,,,1
51,Cyprus,1,1957,1,0,1,1955-06-02,1,1955-06-02,1,0,,,1
51,Cyprus,1,1958,1,0,1,1955-06-02,1,1955-06-02,1,0,,,1
51,Cyprus,1,1959,1,0,1,1955-06-02,1,1955-06-02,1,1,1959-02-19,1,1
127,Cyprus,1,1974,2,1,2,1974-06-20,2,1974-06-20,2,1,1974-08-16,1,2
38,North Korea,1,1949,1,0,2,1949-05-31,3,1949-05-31,3,0,,,3
38,North Korea,1,1950,2,1,2,1949-05-31,3,1949-05-31,3,0,,,3
38,North Korea,1,1951,2,1,2,1949-05-31,3,1949-05-31,3,0,,,3
38,North Korea,1,1952,2,1,2,1949-05-31,3,1949-05-31,3,0,,,3
38,North Korea,1,1953,2,1,2,1949-05-31,3,1949-05-31,3,1,1953-07-27,1,3
68,Democratic Republic of the Congo,1,1960,1,0,3,1960-07-31,4,1960-07-31,4,0,,,4
68,Democratic Republic of the Congo,1,1961,1,0,3,1960-07-31,4,1960-07-31,4,0,,,4
68,Democratic Republic of the Congo,1,1962,1,0,3,1960-07-31,4,1960-07-31,4,1,1962-12-28,1,4
69,Democratic Republic of the Congo,1,1960,1,0,3,1960-08-31,4,1960-08-31,4,0,,,4
