ID Nuevo,Año,Mes,Día,lat,long,Geocode,Departamento INEI,Provincia INEI,Distrito INEI,Centro poblado INEI,Categoría centro poblado INEI,Casco Urbano,Zona Rural,Tipo de Centro Poblado no INEI,Nombre Centro Poblado no INEI,Precedencia,Iniciativa 1,Iniciativa 2,Iniciativa 3,FF.MM.   - 1-,Policía    -2-,CAD        -3-,Rondas Campesinas         -10-,PCP-SL     -15-,PCP-BR     -16-,MRTA      -17-,Otros Guerrilleros no Id.               -18-,Otros Paramilitares no Id.                          -19-,Grupos estatales no Id.                       -20-,No identificado            -21-,Otros         -22-,Milicias     -23-,Grupo 1 Método 1,Grupo 1 Método 2,Grupo 2 Método 1,Grupo 2 Método 2,Grupo 3 Método 1,Grupo 3 Método 2,Grupo 4 Método 1,Grupo 4 Método 2,Código grupo responsable 1,Código grupo responsable 2,Código grupo responsable 3,Tipo de acción bélica 1,Método 1,Código grupo responsable 1,Código grupo responsable 2,Código grupo responsable 3,Tipo de acción bélica 2,Método 2,Código grupo responsable 1,Código grupo responsable 2,Código grupo responsable 3,Tipo de acción bélica 3,Método 3,Código grupo responsable 1,Código grupo responsable 2,Tipo de acción bélica 4,Método 4,Código grupo responsable 1,Código grupo responsable 2,Tipo de acción bélica 5,Método 5,No está descrito el método del ataque  ,Código Grupo,Muertos,Heridos,detenido,Retenidos,Código Grupo,Muertos,Heridos,detenidos,Retenidos,Código Grupo,Muertos,Heridos,Detenidos,Retenidos,Código Grupo,Muertos,Heridos,Detenidos,Retenidos,Número testimonio,Fuente 1,Tomo,Página,Fecha (dd/mm/aa),Nota Magnética 1,Fuente(s) Primaria(s) 1,Notas,Dummie Revisión,Notas Revisión
07184,1984,10,,,,PE,AYACUCHO,LUCANAS,CHIPAO,MARAY CANCHA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,2,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Armas blancas  ,,,,,,,,,,,,,,,24,5,,,,,,,,,,,,,,,,,,,,205253,Comisión de la Verdad Informe Final,,854,,,,,
07185,1984,12,,,,PE,AYACUCHO,LUCANAS,CABANA,CABANA SUR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Masacre,,,,,,,,,,,,,,,,,,,,,24,,,7,,,,,,,,,,,,,,,,,,203389,Comisión de la Verdad Informe Final,,854,,,,,
07272,1984,5,,,,PE,AYACUCHO,PARINACOCHAS,UPAHUACHO,UPAHUACHO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,2,,,Acción ofensiva  a Objetivos civiles Civiles  ,,,,,,,,,,,,,,,,24,3,,,,,,,,,,,,,,,,,,,,204292,Comisión de la Verdad Informe Final,,880,,,,,
07273,1984,7,19,,,PE,AYACUCHO,PARINACOCHAS,CORACORA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,,100148,Comisión de la Verdad Informe Final,,880,,,,,
07274,1984,8,8,,,PE,AYACUCHO,PARINACOCHAS,CORACORA,PALLCCARANA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,3,,,,,,,,,,,,,,,,,,,,100346,Comisión de la Verdad Informe Final,,880,,,,,
07311,1984,2,15,,,PE,AYACUCHO,SUCRE,QUEROBAMBA,QUEROBAMBA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,1,,,"Acción ofensiva  a Grupos no estatales Partido Comunista del Perú-Sendero Luminoso, PCP-SL ",Armamentos Armas de fuego  ,,,,,,,,,,,,,,,15,7,,,,,,,,,,,,,,,,,,,,"203899, 204159",Comisión de la Verdad Informe Final,,892,,,,,
07312,1984,2,24,,,PE,AYACUCHO,SUCRE,MORCOLLA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Masacre,,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,204154,Comisión de la Verdad Informe Final,,892,,,,,
07313,1984,6,,,,PE,AYACUCHO,SUCRE,SORAS,SORAS,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Armas de fuego  ,10,1,,Robo,,,,,,,,,,,,,,,,24,1,,2,,,,,,,,,,,,,,,,,,202454,Comisión de la Verdad Informe Final,,892,,,,,
07314,1984,7,10,,,PE,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,SAN PEDRO DE LARCAY,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Registro y control,,1,,,Acción ofensiva  a Objetivos civiles Civiles  ,,,,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,,,,,,,204140,Comisión de la Verdad Informe Final,,892,,,,,
07315,1984,7,13,,,PE,AYACUCHO,SUCRE,SORAS,DOCECORRAL,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Armas de fuego  ,,,,,,,,,,,,,,,,,,,,24,30,,,2,,,,,,,,,,,,,,,,Evento entre 13/07/1984 y 16/07/1984.,204104,Comisión de la Verdad Informe Final,,893,,,,,
07316,1984,7,16,,,PE,AYACUCHO,SUCRE,SORAS,CHAUPIHUASI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Medios de transporte Automotor  ,,15,,,Masacre,,15,,,Acción ofensiva  a Objetivos civiles Civiles   ,,,,,,,,,,,24,9,1,,,,,,,,,,,,,,,,,,,"100483, 204126, 204136",Comisión de la Verdad Informe Final,,893,,,,,
07317,1984,7,16,,,PE,AYACUCHO,SUCRE,SORAS,DOCECORRAL,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Masacre,,,,,,,,,,,,,,,,,,,,,24,3,2,,,,,,,,,,,,,,,,,,,204102,Comisión de la Verdad Informe Final,,893,,,,,
07318,1984,7,16,,,PE,AYACUCHO,SUCRE,SORAS,SORAS,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,3,,,,,,,,,,,,,,,,,,,204125,Comisión de la Verdad Informe Final,,894,,,,,
07319,1984,7,21,,,PE,AYACUCHO,SUCRE,MORCOLLA,MORCOLLA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Acción ofensiva a Medios de transporte Automotor  ,,1,,,Acción ofensiva  a Objetivos civiles Civiles  ,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,204156,Comisión de la Verdad Informe Final,,894,,,,,
07320,1984,7,28,,,PE,AYACUCHO,SUCRE,MORCOLLA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,204157,Comisión de la Verdad Informe Final,,894,,,,,
07321,1984,8,7,,,PE,AYACUCHO,SUCRE,MORCOLLA,PAMPA MINAS,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,1,,,2,,,,,,,,,,,,,,,,,204191,Comisión de la Verdad Informe Final,,894,,,,,
07322,1984,8,13,,,PE,AYACUCHO,SUCRE,CHILCAYOC,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Armas de fuego  ,,,,,,,,,,,,,,,24,7,,,1,,,,,,,,,,,,,,,,,100565,Comisión de la Verdad Informe Final,,895,,,,,
07323,1984,8,15,,,PE,AYACUCHO,SUCRE,SORAS,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Secuestro masivo,,15,,,Masacre,,,,,,,,,,,,,,,,24,21,,,,,,,,,,,,,,,,,,,,204191,Comisión de la Verdad Informe Final,,895,,,,,
07324,1984,9,29,,,PE,AYACUCHO,SUCRE,CHILCAYOC,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva,,15,,,Masacre,,,,,,,,,,,,,,,,24,6,,,2,,,,,,,,,,,,,,,,,"100177, 100565, 204170",Comisión de la Verdad Informe Final,,896,,,,,
07325,1984,10,20,,,PE,AYACUCHO,SUCRE,CHILCAYOC,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Masacre,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,,204172,Comisión de la Verdad Informe Final,,896,,,,,
07339,1984,7,,,,PE,AYACUCHO,LA MAR,SANTA ROSA,PATACCOCHA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,10,,,Incursión,,10,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Armas de fuego  ,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,"203850, 204669",Comisión de la Verdad Informe Final,,664,,,,,
07340,1984,8,13,,,PE,AYACUCHO,LA MAR,ANCO,HUALLHUA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Registro y control,,1,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Armas de fuego  ,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,,201441,Comisión de la Verdad Informe Final,,676,,,,,
07341,1984,,,,,PE,AYACUCHO,LA MAR,CHUNGUI,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Registro y control,,1,,,Robo,,,,,,,,,,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,202186,Comisión de la Verdad Informe Final,,606,,,,,
07345,1984,,,,,PE,CUSCO,CUSCO,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Incursión,Armamentos Armas de fuego Ametralladora ,2,,,Incendio (conflagración) a Objetivos civiles  ,,,,,,,,,,,,,,,,17,,,1,,,,,,,,,,,,,,,,,,510159,Comisión de la Verdad Informe Final,XVII,4,,,,,
07385,1984,5,23,,,PE,CUSCO,CANCHIS,SICUANI,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,1,,1,,,,,,,,,,,,,,,,,,510185,Comisión de la Verdad Informe Final,XVII,23,,,,,
07446,1984,,,,,PE,CUSCO,LA CONVENCION,VILCABAMBA,LUCMAHUAYCCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,4,,,,,,,,,,,,,,,,,,,,510023,Comisión de la Verdad Informe Final,XVII,40,,,,,
07447,1984,,,,,PE,CUSCO,LA CONVENCION,VILCABAMBA,LUCMAHUAYCCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,10,,,Incursión,,10,,,Masacre,Armas contundentes   ,,,,,,,,,,,,,,,24,1,,,5,,,,,,,,,,,,,,,,,510023,Comisión de la Verdad Informe Final,XVII,40,,,,,
07448,1984,,,,,PE,CUSCO,LA CONVENCION,VILCABAMBA,LUCMAHUAYCCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Secuestro masivo,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,,,,,,,,,,,,,,,,24,3,,,,,,,,,,,,,,,,,,,,510023,Comisión de la Verdad Informe Final,XVII,40,,,,,
07449,1984,,,,,PE,CUSCO,LA CONVENCION,VILCABAMBA,LUCMAHUAYCCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Incursión,,1,,,Acción ofensiva  a Objetivos civiles Civiles  ,,,,,,,,,,,,,,,,24,1,,,2,,,,,,,,,,,,,,,,,"510122, 510167",Comisión de la Verdad Informe Final,XVII,41,,,,,
07450,1984,,,,,PE,CUSCO,LA CONVENCION,VILCABAMBA,POMABAMBA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,Armamentos   ,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,,,,,,,,,,,,,,,,24,,1,,,,,,,,,,,,,,,,,,,510017,Comisión de la Verdad Informe Final,XVII,41,,,,,
07451,1984,,,,,PE,CUSCO,LA CONVENCION,,SIWAYLLAWATO,,,,,KIMBIRI,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,,15,,,Incendio (conflagración) a Objetivos civiles Instalaciones civiles ,,,,,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,205102,Comisión de la Verdad Informe Final,XVII,41,,,,,
07452,1984,,,,,PE,CUSCO,LA CONVENCION,VILCABAMBA,LUCMAHUAYCCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva,,,,,,,,,,,,,,,,,,,,,10,1,,,,,,,,,,,,,,,,,,,,"510021, 510123",Comisión de la Verdad Informe Final,XVII,41,,,,,
07453,1984,,,,,PE,CUSCO,LA CONVENCION,VILCABAMBA,LUCMAHUAYCCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Incursión,,1,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Armas blancas Cuchillo ,1,,,Incendio (conflagración) a Objetivos civiles Instalaciones civiles ,,,,,,,,,,,15,1,,,,,,,,,,,,,,,,,,,,510081,Comisión de la Verdad Informe Final,XVII,42,,,,,
07454,1984,,,,,PE,CUSCO,LA CONVENCION,VILCABAMBA,LUCMAHUAYCCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"Acción ofensiva a Grupos no estatales Partido Comunista del Perú-Sendero Luminoso, PCP-SL  ",,,,,,,,,,,,,,,,,,,,,24,,,2,,,,,,,,,,,,,,,,,,510153,Comisión de la Verdad Informe Final,XVII,42,,,,,
07455,1984,,,,,PE,CUSCO,LA CONVENCION,VILCABAMBA,LUCMAHUAYCCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,,,,,,,"510005, 510194",Comisión de la Verdad Informe Final,XVII,42,,,,,
07456,1984,,,,,PE,CUSCO,LA CONVENCION,VILCABAMBA,LUCMAHUAYCCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Armas blancas Cuchillo ,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,"510123, 510194",Comisión de la Verdad Informe Final,XVII,43,,,,,
07457,1984,2,,,,PE,CUSCO,LA CONVENCION,,MANITEA ALTA,,,,,KIMBIRI,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Grupos no estatales Comité de autodefensa  ,,,,,,,,,,,,,,,,,,,,,24,,1,,,,,,,,,,,,,,,,,,,203819,Comisión de la Verdad Informe Final,XVII,43,,,,,
07458,1984,3,,,,PE,CUSCO,LA CONVENCION,PICHARI,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"Acción ofensiva a Grupos no estatales Partido Comunista del Perú-Sendero Luminoso, PCP-SL  ",Armamentos Armas de fuego Escopeta ,,,,,,,,,,,,,,,,,,,,24,,,2,,,,,,,,,,,,,,,,,,200714,Comisión de la Verdad Informe Final,XVII,43,,,,,
07459,1984,5,,,,PE,CUSCO,LA CONVENCION,VILCABAMBA,LUCMAHUAYCCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,,,,3,,,,,,,,,,,,,,,,,"510014, 510020, 510024, 510161",Comisión de la Verdad Informe Final,XVII,44,,,,,
07460,1984,5,4,,,PE,CUSCO,LA CONVENCION,VILCABAMBA,LUCMAHUAYCCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Armas blancas  ,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,510058,Comisión de la Verdad Informe Final,XVII,44,,,,,
07461,1984,5,8,,,PE,CUSCO,LA CONVENCION,PICHARI,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incendio (conflagración) a Objetivos civiles Instalaciones civiles,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Armas blancas  ,,,,,,,,,,,,,,,24,3,,,,,,,,,,,,,,,,,,,,200254,Comisión de la Verdad Informe Final,XVII,44,,,,,
07462,1984,6,25,,,PE,CUSCO,LA CONVENCION,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Armas blancas Puñal ,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,Evento entre el 25 y 26 de Junio de 1984.,201330,Comisión de la Verdad Informe Final,XVII,44,,,,,
07463,1984,9,,,,PE,CUSCO,LA CONVENCION,,SAMANIATO,,,,,KIMBIRI,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Registro y control,,1,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos   ,,,,,,,,,,,,,,,24,,,,2,,,,,,,,,,,,,,,,,"201907, 201910",Comisión de la Verdad Informe Final,XVII,45,,,,,
07464,1984,9,,,,PE,CUSCO,LA CONVENCION,VILCABAMBA,HATUMPAMPA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,Acción ofensiva a Objetivos civiles Civiles   ,,1,,,Acción ofensiva  a Grupos no estatales Comité de autodefensa ,Armamentos Armas de fuego  ,,,,,,,,,,,,,,,24,,,3,,,,,,,,,,,,,,,,,,"510019, 510048",Comisión de la Verdad Informe Final,XVII,45,,,,,
07465,1984,10,2,,,PE,CUSCO,LA CONVENCION,,,,,,,KIMBIRI,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,,,,,,,"201907, 201910",Comisión de la Verdad Informe Final,XVII,45,,,,,
07466,1984,10,31,,,PE,CUSCO,LA CONVENCION,SANTA ANA,QUILLABAMBA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,Armamentos Armas de fuego Carabina ,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Armas blancas Cuchillo ,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,510042,Comisión de la Verdad Informe Final,XVII,45,,,,,
07467,1984,11,7,,,PE,CUSCO,LA CONVENCION,,SIWAYLLAWATO,,,,,KIMBIRI,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,2,,,Acción ofensiva  a Objetivos civiles Civiles  ,,,,,,,,,,,,,,,,24,1,,,3,,,,,,,,,,,,,,,,,205101,Comisión de la Verdad Informe Final,XVII,46,,,,,
07468,1984,11,9,,,PE,CUSCO,LA CONVENCION,,SIWAYLLAWATO,,,,,KIMBIRI,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,201399,Comisión de la Verdad Informe Final,XVII,46,,,,,
07469,1984,11,9,,,PE,CUSCO,LA CONVENCION,,SIWAYLLAWATO,,,,,KIMBIRI,0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,Incursión,,3,,,Acción ofensiva  a Objetivos civiles Civiles  ,,,,,,,,,,,,,,,,24,4,,2,,,,,,,,,,,,,,,,,,201914,Comisión de la Verdad Informe Final,XVII,46,,,,,
07470,1984,11,10,,,PE,CUSCO,LA CONVENCION,,IRAPITARI,,,,,KIMBIRI,0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,Masacre,,3,,,Incendio (conflagración) a Objetivos civiles Instalaciones civiles ,,1,,,Registro y control,,,,,,,,,,,24,,,,12,,,,,,,,,,,,,,,,,205101,Comisión de la Verdad Informe Final,XVII,46,,,,,
07471,1984,11,10,,,PE,CUSCO,LA CONVENCION,,,,,,,KIMBIRI,0,,,,,,,,,,,,,,,,,,,,,,,,,10,,,Incursión,,10,,,Acción ofensiva  a Objetivos civiles Instalaciones civiles ,,10,,,Secuestro masivo,,,,,,,,,,,24,,,,30,,,,,,,,,,,,,,,,,201900,Comisión de la Verdad Informe Final,XVII,47,,,,,
07472,1984,11,26,,,PE,CUSCO,LA CONVENCION,VILCABAMBA,LUCMAHUAYCCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,10,,,Incursión,,10,,,Secuestro masivo,,,,,,,,,,,,,,,,24,29,1,,,,,,,,,,,,,,,,,,,"510014, 510019, 510048, 510056, 510161, 510165, 510169, 510170, 510179, 510194",Comisión de la Verdad Informe Final,XVII,47,,,,,
07473,1984,12,,,,PE,CUSCO,LA CONVENCION,,KIMBIRI ALTA,,,,,KIMBIRI,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,10,Incursión,,1,2,,Registro y control,,1,2,10,Masacre,,,,1,2,,,,,,24,1,,,,,,,,,,,,,,,,,,,,205130,Comisión de la Verdad Informe Final,XVII,48,,,,,
07556,1984,,,,,PE,CUSCO,LA CONVENCION,VILCABAMBA,LUCMAHUAYCCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Armas blancas Puñal ,,,,,,,,,,,,,,,24,2,,1,,,,,,,,,,,,,,,,,Evento entre 1984 y 1985.,"510023, 510170",Comisión de la Verdad Informe Final,XVII,71,,,,,
07565,1984,11,26,,,PE,CUSCO,LA CONVENCION,VILCABAMBA,LUCMAHUAYCCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,6,1,5,,,,,,,,,,,,,,,,,Evento entre el 26 de Noviembre de 1984 y el 31 de Diciembre de1985.,"510019, 510048, 510056, 510160, 510161, 510165, 510169, 510170, 510194",Comisión de la Verdad Informe Final,XVII,74,,,,,
07875,1984,1,1,,,PE,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,AUCAYACU,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,"No se determina en que momento  entre el 1 de Enero de 1984 y el 28 de Julio de 1992, es el evento. ",437503,Comisión de la Verdad Informe Final,XV,399,,,,,
07919,1984,,,,,PE,PASCO,PASCO,CHAUPIMARCA,CERRO DE PASCO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,,200640,Comisión de la Verdad Informe Final,XV,2,,,,,
07920,1984,,,,,PE,PASCO,PASCO,YANACANCHA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,20,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,340030,Comisión de la Verdad Informe Final,XV,2,,,,,
07921,1984,3,17,,,PE,PASCO,PASCO,HUAYLLAY,HUARON,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,Robo Animales,"341027, 341029",Comisión de la Verdad Informe Final,XV,3,,,,,
07922,1984,11,18,,,PE,PASCO,PASCO,PALLANCHACRA,PALLANCHACRA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,,15,,,Incendio (conflagración) a Objetivos civiles Instalaciones civiles ,,,,15,,,,,,,24,,,,2,,,,,,,,,,,,,,,,Robo Dinamita,342048,Comisión de la Verdad Informe Final,XV,3,,,,,
07988,1984,,,,,PE,PASCO,DANIEL ALCIDES CARRION,PAUCAR,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,3,,,,,,,,,,,,,,,,,,,342025,Comisión de la Verdad Informe Final,XV,22,,,,,
07989,1984,,,,,PE,PASCO,DANIEL ALCIDES CARRION,PAUCAR,SAN JUAN DE YACAN,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Registro y control a Objetivos civiles Civiles ,,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,"341029, 343010",Comisión de la Verdad Informe Final,XV,22,,,,,
07990,1984,,,,,PE,PASCO,DANIEL ALCIDES CARRION,PAUCAR,PAUCAR,,,,,,3,,,,1,,,,1,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,1,,,,,,,,,,,,,,,,,,100176,Comisión de la Verdad Informe Final,XV,22,,,,,
07991,1984,,,,,PE,PASCO,DANIEL ALCIDES CARRION,PAUCAR,TANGON,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Registro y control,,1,,,Acción ofensiva  a Objetivos civiles Civiles  ,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,"342027, 342028",Comisión de la Verdad Informe Final,XV,22,,,,,
07992,1984,,,,,PE,PASCO,DANIEL ALCIDES CARRION,TAPUC,MICHIVILCA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,1,1,,,,,,,,,,,,,,,,,,,407543,Comisión de la Verdad Informe Final,XV,23,,,,,
07993,1984,6,24,,,PE,PASCO,DANIEL ALCIDES CARRION,PAUCAR,TANGOR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,"340025, 342027, 417656",Comisión de la Verdad Informe Final,XV,23,,,,,
07994,1984,6,25,,,PE,PASCO,DANIEL ALCIDES CARRION,PAUCAR,SAN JUAN DE YACAN,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Explosivos Armas de fuego  ,,,,,,,,,,,,,,,24,,1,,,,,,,,,,,,,,,,,,,341029,Comisión de la Verdad Informe Final,XV,23,,,,,
07995,1984,8,7,,,PE,PASCO,DANIEL ALCIDES CARRION,PAUCAR,TANGOR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Registro y control,,1,,,Acción ofensiva  a Objetivos civiles Civiles  ,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,"342027, 417644",Comisión de la Verdad Informe Final,XV,23,,,,,
07996,1984,8,8,,,PE,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,HUARAUTAMBO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,,15,,,Evento propaganda Arengas,,,,,,,,,,,24,5,,,,,,,,,,,,,,,,,,,,"341029, 341030, 341031, 341032",Comisión de la Verdad Informe Final,XV,24,,,,,
