ID Nuevo,Año,Mes,Día,lat,long,Geocode,Departamento INEI,Provincia INEI,Distrito INEI,Centro poblado INEI,Categoría centro poblado INEI,Casco Urbano,Zona Rural,Tipo de Centro Poblado no INEI,Nombre Centro Poblado no INEI,Precedencia,Iniciativa 1,Iniciativa 2,Iniciativa 3,FF.MM.   - 1-,Policía    -2-,CAD        -3-,Rondas Campesinas         -10-,PCP-SL     -15-,PCP-BR     -16-,MRTA      -17-,Otros Guerrilleros no Id.               -18-,Otros Paramilitares no Id.                          -19-,Grupos estatales no Id.                       -20-,No identificado            -21-,Otros         -22-,Milicias     -23-,Grupo 1 Método 1,Grupo 1 Método 2,Grupo 2 Método 1,Grupo 2 Método 2,Grupo 3 Método 1,Grupo 3 Método 2,Grupo 4 Método 1,Grupo 4 Método 2,Código grupo responsable 1,Código grupo responsable 2,Código grupo responsable 3,Tipo de acción bélica 1,Método 1,Código grupo responsable 1,Código grupo responsable 2,Código grupo responsable 3,Tipo de acción bélica 2,Método 2,Código grupo responsable 1,Código grupo responsable 2,Código grupo responsable 3,Tipo de acción bélica 3,Método 3,Código grupo responsable 1,Código grupo responsable 2,Tipo de acción bélica 4,Método 4,Código grupo responsable 1,Código grupo responsable 2,Tipo de acción bélica 5,Método 5,No está descrito el método del ataque  ,Código Grupo,Muertos,Heridos,detenido,Retenidos,Código Grupo,Muertos,Heridos,detenidos,Retenidos,Código Grupo,Muertos,Heridos,Detenidos,Retenidos,Código Grupo,Muertos,Heridos,Detenidos,Retenidos,Número testimonio,Fuente 1,Tomo,Página,Fecha (dd/mm/aa),Nota Magnética 1,Fuente(s) Primaria(s) 1,Notas,Dummie Revisión,Notas Revisión
03208,1989,6,30,,,PE,JUNIN,JAUJA,MUQUI,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Arma de Fuego  ,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,"102185, 309503",Comisión de la Verdad Informe Final,XV,177,,,,,
03209,1989,7,,,,PE,JUNIN,JAUJA,ACOLLA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Incursión,,1,,,Registro y control,,,,,,,,,,,,,,,,24,,,2,,,,,,,,,,,,,,,,,,302722,Comisión de la Verdad Informe Final,XV,178,,,,,
03210,1989,7,,,,PE,JUNIN,JAUJA,ACOLLA,CHOCON,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Arma de Fuego  ,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,301388,Comisión de la Verdad Informe Final,XV,178,,,,,
03211,1989,7,27,,,PE,JUNIN,JAUJA,HUAMALI,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,300106,Comisión de la Verdad Informe Final,XV,178,,,,,
03212,1989,8,11,,,PE,JUNIN,JAUJA,ACOLLA,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Incursión,,1,,,Registro y control,,1,,,Acción ofensiva  a Objetivos civiles Civiles   ,,,,,,,,,,,24,1,,2,,,,,,,,,,,,,,,,,,300565,Comisión de la Verdad Informe Final,XV,178,,,,,
03213,1989,10,4,,,PE,JUNIN,JAUJA,ACOLLA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,22,,,Incursión,,22,,,Acción ofensiva  a Objetivos militares o de policía  Patrulla FF.MM.,Armamentos Arma de Fuego  ,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"302724, 302725",Comisión de la Verdad Informe Final,XV,179,,,,,
03214,1989,10,12,,,PE,JUNIN,JAUJA,HUERTAS,HUERTAS,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Armas de fuego  ,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,301383,Comisión de la Verdad Informe Final,XV,179,,,,,
03215,1989,11,,,,PE,JUNIN,JAUJA,RICRAN,RICRAN,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Arma de Fuego  ,15,,,Incendio (conflagración) a Objetivos civiles Instalaciones ,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,"302034, 302376",Comisión de la Verdad Informe Final,XV,179,,,,,
03216,1989,11,1,,,PE,JUNIN,JAUJA,HUAMALI,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Incursión,,1,,,Registro y control,,1,,,Acción ofensiva  a Objetivos civiles Civiles   ,Armamentos Armas de fuego  ,,,,,,,,,,24,3,,,,,,,,,,,,,,,,,,,,"300114, 304023, 304024",Comisión de la Verdad Informe Final,XV,179,,,,,
03217,1989,11,6,,,PE,JUNIN,JAUJA,RICRAN,APAICANCHA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Arma de Fuego  ,,,,,,,,,,,,,,,24,1,1,,,,,,,,,,,,,,,,,,,302035,Comisión de la Verdad Informe Final,XV,180,,,,,
03218,1989,12,9,,,PE,JUNIN,JAUJA,MASMA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Arma de Fuego  ,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,301042,Comisión de la Verdad Informe Final,XV,180,,,,,
03357,1989,,,,,PE,JUNIN,SATIPO,RIO TAMBO,SELVA DE ORO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Secuestro masivo,,15,,,Acción ofensiva  a Objetivos civiles Civiles   ,,,,,,,,,,,24,,,,4,,,,,,,,,,,,,,,,Secuestraron a toda la poblacion,"201319, 203928",Comisión de la Verdad Informe Final,XV,219,,,,,
03358,1989,,,,,PE,JUNIN,SATIPO,RIO TAMBO,SELVA DE ORO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,,,,,,,"201319, 203928",Comisión de la Verdad Informe Final,XV,219,,,,,
03359,1989,,,,,PE,JUNIN,SATIPO,PANGOA,PAQUICHARI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Robo,,15,,,Acción ofensiva  a Objetivos civiles Civiles   ,,,,,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,307016,Comisión de la Verdad Informe Final,XV,219,,,,,
03360,1989,,,,,PE,JUNIN,SATIPO,PANGOA,BOCA MANTARO,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,,15,,,Incendio (conflagración) a Objetivos civiles Instalaciones ,,,,,,,,,,,24,3,,,,,,,,,,,,,,,,,,,,"200723, 307016",Comisión de la Verdad Informe Final,XV,219,,,,,
03361,1989,,,,,PE,JUNIN,SATIPO,RIO NEGRO,IPOKI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos militares o de policía  Patrulla FF.MM. ,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,100837,Comisión de la Verdad Informe Final,XV,220,,,,,
03362,1989,,,,,PE,JUNIN,SATIPO,RIO TAMBO,NATALIO SANCHEZ,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,331074,Comisión de la Verdad Informe Final,XV,220,,,,,
03363,1989,,,,,PE,JUNIN,SATIPO,MAZAMARI,SANGARENI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,1,,,2,,,,,,,,,,,,,,,,,331032,Comisión de la Verdad Informe Final,XV,220,,,,,
03364,1989,,,,,PE,JUNIN,SATIPO,RIO TAMBO,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,,3,,,,,,,,,,,,,,,,Secuestraron a toda la comunidad,205191,Comisión de la Verdad Informe Final,XV,220,,,,,
03365,1989,,,,,PE,JUNIN,SATIPO,RIO TAMBO,SELVA DE ORO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,1,,,1,,,,,,,,,,,,,,,,,331081,Comisión de la Verdad Informe Final,XV,221,,,,,
03366,1989,,,,,PE,JUNIN,SATIPO,PANGOA,TINCABENI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Masacre,,,,,,,,,,,,,,,,,,,,,24,13,,,1,,,,,,,,,,,,,,,,,331081,Comisión de la Verdad Informe Final,XV,221,,,,,
03367,1989,,,,,PE,JUNIN,SATIPO,PANGOA,TINCABENI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos no estatales  Ashaninkas  ,,,,,,,,,,,,,,,,,,,,,13,,,,2,,,,,,,,,,,,,,,,,307022,Comisión de la Verdad Informe Final,XV,221,,,,,
03369,1989,,,,,PE,JUNIN,SATIPO,PANGOA,ALTO CHICHERENE,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,,2,,,,,,,,,,,,,,,,,330004,Comisión de la Verdad Informe Final,XV,222,,,,,
03370,1989,,,,,PE,JUNIN,SATIPO,PANGOA,PORVENIR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,330072,Comisión de la Verdad Informe Final,XV,222,,,,,
03371,1989,,,,,PE,JUNIN,SATIPO,RIO TAMBO,VALLE ESMERALDA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,,2,,,,,,,,,,,,,,,,,332065,Comisión de la Verdad Informe Final,XV,222,,,,,
03372,1989,,,,,PE,JUNIN,SATIPO,SATIPO,ALTO PERU,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Armas blancas Cuchillo ,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,303717,Comisión de la Verdad Informe Final,XV,222,,,,,
03373,1989,,,,,PE,JUNIN,SATIPO,PANGOA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos militares o de policía  Patrulla FF.MM.,Armamentos Armas de fuego  ,15,,,Masacre,,,,15,,,,,,,1,1,,,,24,5,,,1,,,,,,,,,,,,303104,Comisión de la Verdad Informe Final,XV,223,,,,,
03374,1989,,,,,PE,JUNIN,SATIPO,RIO TAMBO,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,332085,Comisión de la Verdad Informe Final,XV,223,,,,,
03375,1989,,,,,PE,JUNIN,SATIPO,MAZAMARI,SAN ISIDRO DE SOLO DE ORO,ANEXO,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Armas blancas Cuchillo ,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,331098,Comisión de la Verdad Informe Final,XV,223,,,,,
03376,1989,1,,,,PE,JUNIN,SATIPO,PANGOA,ALTO KIATARI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,10,,,Masacre,,,,,,,,,,,,,,,,,,,,,24,5,,,,,,,,,,,,,,,,,,,,331100,Comisión de la Verdad Informe Final,XV,223,,,,,
03377,1989,,,,,PE,JUNIN,SATIPO,MAZAMARI,SAN JUAN CAJIRIARI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Secuestro masivo,,,,,,,,,,,,,,,,24,,,,4,,,,,,,,,,,,,,,,Fueron secuestrados varios pobladores,331091,Comisión de la Verdad Informe Final,XV,223,,,,,
03378,1989,,,,,PE,JUNIN,SATIPO,RIO TAMBO,QUIPATSIARI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Armas blancas Puñal ,,,,,,,,,,,,,,,,,,,,24,3,,,2,,,,,,,,,,,,,,,,,330075,Comisión de la Verdad Informe Final,XV,224,,,,,
03379,1989,,,,,PE,JUNIN,SATIPO,RIO TAMBO,QUITENI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Secuestro masivo,,,,,,,,,,,,,,,,24,,,,9,,,,,,,,,,,,,,,,Fueron secuestrados muchos pobladores,330077,Comisión de la Verdad Informe Final,XV,224,,,,,
03380,1989,,,,,PE,JUNIN,SATIPO,RIO TAMBO,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,200745,Comisión de la Verdad Informe Final,XV,225,,,,,
03382,1989,,,,,PE,JUNIN,SATIPO,RIO TAMBO,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,3,,,,,,,,,,,,,,,,,,,,306063,Comisión de la Verdad Informe Final,XV,225,,,,,
03383,1989,,,,,PE,JUNIN,SATIPO,PANGOA,ALTO CHICHERENE,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Armas blancas Cuchillo ,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,307023,Comisión de la Verdad Informe Final,XV,225,,,,,
03384,1989,,,,,PE,JUNIN,SATIPO,PANGOA,CIUDAD DE DIOS,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,310615,Comisión de la Verdad Informe Final,XV,226,,,,,
03385,1989,,,,,PE,JUNIN,SATIPO,PANGOA,CIUDAD DE DIOS,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,,,,,,,310615,Comisión de la Verdad Informe Final,XV,226,,,,,
03386,1989,,,,,PE,JUNIN,SATIPO,MAZAMARI,PALOMAR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Secuestro masivo,,,,,,,,,,,,,,,,,,,,,24,,,,13,,,,,,,,,,,,,,,,,"302133, 330053",Comisión de la Verdad Informe Final,XV,226,,,,,
03387,1989,,,,,PE,JUNIN,SATIPO,SATIPO,SAN JOSE DE MARANQUIARI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,332045,Comisión de la Verdad Informe Final,XV,227,,,,,
03388,1989,,,,,PE,JUNIN,SATIPO,RIO TAMBO,QUEMPIRI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Secuestro masivo,,,,,,,,,,,,,,,,,,,,,24,,,,4,,,,,,,,,,,,,,,,,205227,Comisión de la Verdad Informe Final,XV,227,,,,,
03390,1989,1,3,,,PE,JUNIN,SATIPO,PANGOA,BOCA MANTARO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,Armamentos Armas de fuego  ,15,,,Masacre,Armamentos Armas de fuego  ,,,,,,,,,,,,,,,24,4,,,,,,,,,,,,,,,,,,,,203402,Comisión de la Verdad Informe Final,XV,227,,,,,
03391,1989,1,23,,,PE,JUNIN,SATIPO,SATIPO,PARATUSHIALI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,15,,,Acción ofensiva  a Objetivos militares o de policía  Patrulla Policía,,,,,,,,,,,,,,,,24,2,,,,2,1,,,,,,,,,,,,,,,"302369, 303715, 321025",Comisión de la Verdad Informe Final,XV,227,,,,,
03392,1989,2,1,,,PE,JUNIN,SATIPO,SATIPO,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,,,2,,,,,,,,,,,,,,,,,Entre el 01/02/1989 y el 31/03/1989,"300504, 300505",Comisión de la Verdad Informe Final,XV,228,,,,,
03393,1989,3,31,,,PE,JUNIN,SATIPO,PANGOA,PAMPA TIGRE,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,15,,,Acción ofensiva  a Objetivos no estatales  Rondas Campesinas ,Armamentos Armas blancas Cuchillo ,,,,,,,,,,,,,,,24,2,,,,10,1,,,,,,,,,,,,,,,"302099, 331099",Comisión de la Verdad Informe Final,XV,228,,,,,
03394,1989,2,,,,PE,JUNIN,SATIPO,RIO TAMBO,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,,2,,,,,,,,,,,,,,,,,332080,Comisión de la Verdad Informe Final,XV,228,,,,,
03395,1989,2,17,,,PE,JUNIN,SATIPO,PANGOA,BOCA KIATARI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,314149,Comisión de la Verdad Informe Final,XV,228,,,,,
03396,1989,3,21,,,PE,JUNIN,SATIPO,MAZAMARI,MAZAMARI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Emboscada a Medios de transporte Automotor Policía ,Explosivos   ,,,,,,,,,,,,,,,,,,,,2,4,,,,24,2,,,,,,,,,,,,,,,100276,Comisión de la Verdad Informe Final,XV,229,,,,,
03397,1989,4,,,,PE,JUNIN,SATIPO,PANGOA,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Masacre,,,,,,,,,,,,,,,,,,,,,24,10,,,,,,,,,,,,,,,,,,,,330004,Comisión de la Verdad Informe Final,XV,229,,,,,
03398,1989,4,8,,,PE,JUNIN,SATIPO,RIO NEGRO,PORILLO BAJO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,,,,,,,,,,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,331012,Comisión de la Verdad Informe Final,XV,229,,,,,
03399,1989,4,13,,,PE,JUNIN,SATIPO,PANGOA,PORVENIR,ANEXO,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,,,,,,,,,,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,330073,Comisión de la Verdad Informe Final,XV,229,,,,,
03400,1989,5,,,,PE,JUNIN,SATIPO,MAZAMARI,SAN JUAN CAJIRIARI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Secuestro masivo,,15,,,Acción ofensiva  a Objetivos civiles Civiles   ,,,,,,,,,,,24,,,,40,24,2,,,,,,,,,,,,,,,"303022, 331091, 331096",Comisión de la Verdad Informe Final,XV,230,,,,,
03401,1989,5,,,,PE,JUNIN,SATIPO,RIO TAMBO,VALLE ESMERALDA,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Secuestro masivo,,,,,,,,,,,,,,,,24,,,,40,,,,,,,,,,,,,,,,,204736,Comisión de la Verdad Informe Final,XV,230,,,,,
03402,1989,5,,,,PE,JUNIN,SATIPO,RIO NEGRO,CANARIAQUI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Armas de fuego  ,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,332015,Comisión de la Verdad Informe Final,XV,230,,,,,
03403,1989,5,,,,PE,JUNIN,SATIPO,RIO TAMBO,SELVA DE ORO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,,1,,,,,,,,,,,,,,,,Entre mayo y junio de 1989. Secuestraron cerca de 300 a 400 personas,310125,Comisión de la Verdad Informe Final,XV,230,,,,,
03404,1989,5,4,,,PE,JUNIN,SATIPO,MAZAMARI,MONTERRICO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Masacre,Armamentos Arma de Fuego  ,,,,,,,,,,,,,,,24,8,1,,,,,,,,,,,,,,,,,,,321038,Comisión de la Verdad Informe Final,XV,231,,,,,
03405,1989,5,9,,,PE,JUNIN,SATIPO,COVIRIALI,PALESTINA,ANEXO,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Incursión,,2,,,Registro y control,,,,,,,,,,,,,,,,24,,,2,,,,,,,,,,,,,,,,,Entre el 9 y 12 de mayo de 1989,332044,Comisión de la Verdad Informe Final,XV,231,,,,,
03406,1989,5,14,,,PE,JUNIN,SATIPO,PAMPA HERMOSA,CALABAZA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Masacre,,,,,,,,,,,,,,,,,,,,,24,15,,,,,,,,,,,,,,,,,,,Entre el 14/05/1989 y el 17/05/1989,306051,Comisión de la Verdad Informe Final,XV,231,,,,,
03407,1989,5,20,,,PE,JUNIN,SATIPO,SATIPO,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,309104,Comisión de la Verdad Informe Final,XV,232,,,,,
03408,1989,6,3,,,PE,JUNIN,SATIPO,MAZAMARI,PALOMAR,,,,,,0,15,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,8,,,,,,,,,,,,,,,,,,,,"322037, 322038",Comisión de la Verdad Informe Final,XV,232,,,,,
03409,1989,6,18,,,PE,JUNIN,SATIPO,PANGOA,CIUDAD DE DIOS,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva,Armamentos Armas blancas Puñal ,,,,,,,,,,,,,,,24,3,,,,,,,,,,,,,,,,,,,,"310615, 332013",Comisión de la Verdad Informe Final,XV,232,,,,,
03410,1989,7,,,,PE,JUNIN,SATIPO,RIO TAMBO,CAPERUCIA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,,15,,,Masacre,Armamentos Armas de fuego  ,,,,,,,,,,24,5,,,1,,,,,,,,,,,,,,,,,303093,Comisión de la Verdad Informe Final,XV,233,,,,,
03411,1989,7,,,,PE,JUNIN,SATIPO,RIO TAMBO,SELVA VERDE,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Secuestro masivo,,,,,,,,,,,,,,,,,,,,,24,,,,60,,,,,,,,,,,,,,,,,331006,Comisión de la Verdad Informe Final,XV,233,,,,,
03412,1989,7,30,,,PE,JUNIN,SATIPO,PANGOA,CIUDAD DE DIOS,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,332031,Comisión de la Verdad Informe Final,XV,233,,,,,
03413,1989,8,3,,,PE,JUNIN,SATIPO,PAMPA HERMOSA,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Incursión,,15,,,Acción ofensiva  a Objetivos civiles Civiles  ,Armamentos Arma de Fuego  ,15,,,Incendio (conflagración) a Infraestructura Instalaciones ,,,,15,,15,,Secuestro masivo,,,24,1,,,5,,,,,,,,,,,,,,,,,300056,Comisión de la Verdad Informe Final,XV,233,,,,,
03414,1989,8,7,,,PE,JUNIN,SATIPO,PANGOA,BOCA MANTARO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,10,,,Acción ofensiva a Objetivos civiles Civiles   ,Armamentos Armas blancas Puñal ,,,,,,,,,,,,,,,,,,,,24,1,,,,,,,,,,,,,,,,,,,,200664,Comisión de la Verdad Informe Final,XV,234,,,,,
03415,1989,9,,,,PE,JUNIN,SATIPO,RIO NEGRO,RIO SANTA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,,1,,,,,,,,,,,,,,,,,332055,Comisión de la Verdad Informe Final,XV,234,,,,,
03416,1989,9,,,,PE,JUNIN,SATIPO,RIO TAMBO,SELVA DE ORO,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Secuestro masivo,,,,,,,,,,,,,,,,,,,,,24,,,,6,,,,,,,,,,,,,,,,Entre septiembre y octubre de 1989. Secuestraron a toda la poblacion,306073,Comisión de la Verdad Informe Final,XV,234,,,,,
03417,1989,9,,,,PE,JUNIN,SATIPO,PANGOA,TUNUNTUARI,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Secuestro masivo,,,,,,,,,,,,,,,,,,,,,24,,,,4,,,,,,,,,,,,,,,,Secuestraron a toda la poblacion,307019,Comisión de la Verdad Informe Final,XV,234,,,,,
03418,1989,9,8,,,PE,JUNIN,SATIPO,PANGOA,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,15,,,Acción ofensiva a Objetivos civiles Civiles   ,,,,,,,,,,,,,,,,,,,,,24,,,,2,,,,,,,,,,,,,,,,,450096,Comisión de la Verdad Informe Final,XV,235,,,,,
03419,1989,9,11,,,PE,JUNIN,SATIPO,RIO TAMBO,PUERTO ROCA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Registro y control,,,,,,,,,,,,,,,,,,,,,24,,,6,,,,,,,,,,,,,,,,,,310117,Comisión de la Verdad Informe Final,XV,235,,,,,
03420,1989,9,14,,,PE,JUNIN,SATIPO,RIO TAMBO,PUERTO ROCA,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Masacre,,,,,,,,,,,,,,,,,,,,,24,4,,,,,,,,,,,,,,,,,,,,310117,Comisión de la Verdad Informe Final,XV,235,,,,,
