cluster,hh,gov,replacement,year_hh_formed,age,sex,present,othersib,sib
82,6,9,,1985,24,M,Y,Y,Y
82,6,9,,1985,22,M,N,Y,N
82,6,9,,1985,21,F,N,Y,N
82,6,9,,1985,19,M,N,Y,N
82,6,9,,1985,15,M,,,
82,6,9,,1985,12,F,,,
82,6,9,,1985,10,F,,,
82,6,9,,1985,8,F,,,
82,7,9,,1968,57,F,Y,N,Y
82,7,9,,1968,41,M,Y,Y,Y
82,7,9,,1968,39,F,N,N,Y
82,7,9,,1968,37,F,N,Y,N
82,7,9,,1968,35,F,N,Y,N
82,7,9,,1968,33,F,N,Y,N
82,7,9,,1968,31,F,N,Y,N
82,7,9,,1968,27,M,N,Y,N
82,7,9,,1968,10,F,,,
82,7,9,,1968,8,F,,,
82,7,9,,1968,4,F,,,
82,7,9,,1968,1,M,,,
82,8,9,,1978,63,M,Y,N,Y
82,8,9,,1978,53,F,Y,N,Y
82,8,9,,1978,32,M,Y,Y,Y
82,8,9,,1978,29,F,N,N,Y
82,8,9,,1978,29,M,N,Y,N
82,8,9,,1978,25,F,Y,N,Y
82,8,9,,1978,23,M,N,Y,N
82,8,9,,1978,20,F,N,Y,N
82,8,9,,1978,17,F,,,
82,8,9,,1978,15,F,,,
82,8,9,,1978,4,F,,,
82,8,9,,1978,6,M,,,
82,8,9,,1978,2,M,,,
82,8,9,,1978,0,F,,,
82,9,9,,1983,51,M,Y,N,Y
82,9,9,,1983,46,F,Y,N,Y
82,9,9,,1983,25,M,Y,N,Y
82,9,9,,1983,23,F,Y,Y,Y
82,9,9,,1983,18,M,N,Y,N
82,9,9,,1983,14,F,,,
82,9,9,,1983,12,M,,,
82,9,9,,1983,0,F,,,
82,10,9,,1970,62,F,Y,N,Y
82,10,9,,1970,35,M,N,Y,N
82,10,9,,1970,28,F,Y,N,Y
82,10,9,,1970,23,F,Y,Y,Y
82,10,9,,1970,7,F,,,
82,10,9,,1970,5,M,,,
82,10,9,,1970,3,M,,,
82,10,9,,1970,0,M,,,
82,11,9,,2000,42,M,Y,Y,Y
82,11,9,,2000,33,F,Y,N,Y
82,11,9,,2000,37,M,N,Y,N
82,11,9,,2000,31,F,Y,N,Y
82,11,9,,2000,7,F,,,
82,11,9,,2000,4,M,,,
82,11,9,,2000,3,M,,,
82,11,9,,2000,3,M,,,
82,12,9,,1993,43,F,Y,N,Y
82,12,9,,1993,51,M,N,N,Y
82,12,9,,1993,16,F,,,
82,12,9,,1993,13,F,,,
82,12,9,,1993,6,F,,,
82,13,9,,1988,27,M,Y,Y,Y
82,13,9,,1988,54,F,Y,N,Y
82,13,9,,1988,25,F,Y,N,Y
82,13,9,,1988,25,M,N,Y,N
82,13,9,,1988,18,F,Y,N,Y
82,13,9,,1988,23,F,N,Y,N
82,13,9,,1988,13,M,,,
82,13,9,,1988,12,M,,,
82,13,9,,1988,10,M,,,
82,13,9,,1988,8,M,,,
82,13,9,,1988,8,M,,,
82,13,9,,1988,6,M,,,
82,13,9,,1988,6,M,,,
82,13,9,,1988,4,F,,,
82,14,9,,1993,69,M,Y,N,Y
82,14,9,,1993,62,F,Y,N,Y
82,14,9,,1993,28,M,Y,Y,Y
82,14,9,,1993,23,F,Y,N,Y
82,14,9,,1993,23,M,N,Y,N
82,14,9,,1993,21,F,N,Y,N
82,15,9,,2000,60,M,Y,N,Y
82,15,9,,2000,51,F,Y,N,Y
82,15,9,,2000,18,F,N,N,Y
82,16,9,,1994,42,M,Y,N,Y
82,16,9,,1994,22,F,Y,N,Y
82,16,9,,1994,16,M,,,
82,17,9,,1997,43,F,Y,N,Y
82,17,9,,1997,63,M,Y,N,Y
82,17,9,,1997,78,M,N,N,Y
82,17,9,,1997,7,M,,,
82,17,9,,1997,9,F,,,
82,18,9,,1999,51,M,Y,N,Y
82,18,9,,1999,47,F,Y,N,Y
82,18,9,,1999,22,F,Y,Y,Y
82,18,9,,1999,19,M,,,
82,18,9,,1999,14,M,,,
82,18,9,,1999,13,F,,,
82,18,9,,1999,10,F,,,
82,18,9,,1999,6,F,,,
82,19,9,Y,1998,33,F,Y,Y,Y
82,19,9,Y,1998,64,F,N,N,Y
82,19,9,Y,1998,30,F,N,Y,N
82,19,9,Y,1998,29,F,N,Y,N
82,19,9,Y,1998,25,F,N,Y,N
82,20,9,,2007,30,M,Y,N,Y
82,20,9,,2007,26,F,Y,N,Y
82,20,9,,2007,2,F,,,
82,20,9,,2007,4,F,,,
83,1,11,,2000,31,F,Y,N,Y
83,1,11,,2000,9,F,,,
83,1,11,,2000,8,M,,,
83,1,11,,2000,6,M,,,
83,2,11,,2010,29,M,Y,N,Y
83,2,11,,2010,18,F,Y,N,Y
83,3,11,,1975,61,M,Y,N,Y
83,3,11,,1975,50,F,Y,N,Y
83,3,11,,1975,27,M,Y,Y,N
83,3,11,,1975,20,M,Y,Y,N
83,3,11,,1975,19,F,Y,Y,N
83,4,11,,2008,34,M,Y,N,Y
83,4,11,,2008,22,F,Y,N,Y
83,4,11,,2008,3,F,,,
83,5,11,,2005,31,M,Y,N,N
83,5,11,,2005,35,F,Y,N,Y
83,5,11,,2005,5,M,,,
83,5,11,,2005,4,F,,,
83,5,11,,2005,2,M,,,
83,6,11,,1990,57,F,Y,N,Y
83,6,11,,1990,34,F,Y,N,Y
83,7,11,,2005,35,M,Y,N,N
83,7,11,,2005,29,F,Y,N,Y
83,7,11,,2005,5,F,,,
83,7,11,,2005,4,M,,,
83,8,11,,1983,55,F,Y,N,N
83,8,11,,1983,27,M,Y,Y,Y
83,8,11,,1983,25,M,Y,Y,N
83,9,11,,1980,44,M,Y,N,Y
83,9,11,,1980,45,F,Y,N,Y
83,9,11,,1980,17,M,,,
83,9,11,,1980,8,F,,,
83,10,11,,2004,36,F,N,N,N
83,10,11,,2004,19,F,Y,N,Y
83,10,11,,2004,71,F,Y,N,Y
83,10,11,,2004,71,F,Y,N,Y
83,10,11,,2004,4,M,,,
83,10,11,,2004,3,F,,,
83,10,11,,2004,2,F,,,
83,11,11,,2002,30,M,N,N,N
83,11,11,,2002,30,F,Y,N,Y
83,11,11,,2002,6,F,,,
83,11,11,,2002,4,M,,,
83,11,11,,2002,2,F,,,
83,12,11,,1994,38,M,Y,N,Y
83,12,11,,1994,36,F,Y,N,N
83,12,11,,1994,13,F,,,
83,12,11,,1994,5,F,,,
83,12,11,,1994,11,M,,,
83,12,11,,1994,9,F,,,
83,12,11,,1994,7,F,,,
83,12,11,,1994,0,M,,,
83,13,11,,1994,43,M,Y,N,Y
83,13,11,,1994,34,F,Y,N,Y
83,13,11,,1994,15,M,,,
83,13,11,,1994,13,F,,,
83,13,11,,1994,8,F,,,
83,13,11,,1994,6,F,,,
83,14,11,,2005,29,M,Y,N,Y
83,14,11,,2005,54,F,Y,N,N
83,14,11,,2005,25,F,Y,N,Y
83,14,11,,2005,5,M,,,
83,14,11,,2005,4,F,,,
83,14,11,,2005,2,M,,,
83,15,11,,1993,37,M,Y,N,Y
83,15,11,,1993,38,F,Y,N,Y
83,15,11,,1993,7,F,,,
83,15,11,,1993,6,F,,,
83,15,11,,1993,2,F,,,
83,16,11,,1990,50,M,Y,N,Y
83,16,11,,1990,40,F,Y,N,Y
83,16,11,,1990,18,M,Y,Y,Y
83,16,11,,1990,18,M,N,Y,N
83,16,11,,1990,20,M,N,Y,N
83,16,11,,1990,3,F,,,
83,16,11,,1990,10,F,,,
83,16,11,,1990,8,F,,,
83,17,11,,1963,66,F,Y,N,Y
83,17,11,,1963,44,F,Y,N,N
83,18,11,,2007,36,M,Y,N,N
83,18,11,,2007,28,F,Y,N,Y
83,18,11,,2007,3,M,,,
83,18,11,,2007,2,M,,,
83,19,11,,1980,44,M,N,N,N
83,19,11,,1980,45,F,Y,N,N
83,19,11,,1980,26,F,Y,N,Y
83,19,11,,1980,19,M,Y,Y,Y
83,19,11,,1980,18,M,N,Y,N
83,19,11,,1980,15,M,,,
83,19,11,,1980,12,M,,,
83,19,11,,1980,9,M,,,
83,19,11,,1980,7,F,,,
83,20,11,,1981,59,M,Y,N,Y
83,20,11,,1981,49,F,Y,N,Y
83,20,11,,1981,21,F,Y,Y,Y
83,20,11,,1981,25,M,Y,Y,N
83,20,11,,1981,19,M,Y,Y,N
83,20,11,,1981,13,F,,,
83,20,11,,1981,9,M,,,
83,20,11,,1981,5,F,,,
84,1,6,,1990,40,M,Y,N,Y
84,1,6,,1990,37,F,Y,N,Y
84,1,6,,1990,20,M,Y,Y,Y
84,1,6,,1990,19,M,Y,Y,N
84,1,6,,1990,18,F,Y,Y,N
84,1,6,,1990,17,M,,,
84,1,6,,1990,14,M,,,
84,1,6,,1990,13,F,,,
84,1,6,,1990,11,M,,,
84,1,6,,1990,0,F,,,
84,2,6,,2007,26,M,Y,N,Y
84,2,6,,2007,24,F,Y,N,Y
84,3,6,,2007,29,M,Y,N,Y
84,3,6,,2007,27,F,Y,N,Y
84,3,6,,2007,2,M,,,
84,4,6,,1997,35,M,Y,N,Y
84,4,6,,1997,35,F,Y,N,Y
84,4,6,,1997,12,F,,,
84,4,6,,1997,11,M,,,
84,4,6,,1997,10,F,,,
84,5,6,,1988,44,F,Y,N,Y
84,5,6,,1988,18,M,Y,N,Y
84,5,6,,1988,15,M,,,
84,5,6,,1988,14,F,,,
84,6,6,,1996,47,M,Y,N,Y
84,6,6,,1996,53,F,Y,N,Y
84,6,6,,1996,11,F,,,
84,7,6,,2007,30,M,Y,N,Y
84,7,6,,2007,30,F,Y,N,Y
84,7,6,,2007,3,M,,,
84,7,6,,2007,2,M,,,
84,8,6,,1960,60,M,Y,N,Y
84,8,6,,1960,61,F,Y,N,Y
84,9,6,,1993,60,M,Y,Y,Y
84,9,6,,1993,54,F,Y,N,Y
84,9,6,,1993,50,F,Y,Y,N
84,9,6,,1993,16,M,,,
84,9,6,,1993,11,M,,,
84,10,6,,1959,59,M,Y,N,Y
84,10,6,,1959,58,F,Y,N,Y
84,11,6,,1966,58,F,Y,N,Y
84,11,6,,1966,25,M,Y,N,Y
84,12,6,,2000,40,M,Y,N,Y
84,12,6,,2000,39,F,Y,N,Y
84,12,6,,2000,10,F,,,
84,12,6,,2000,9,M,,,
84,13,6,,1971,57,M,Y,N,Y
84,13,6,,1971,49,F,Y,N,Y
84,14,6,,1996,37,M,Y,N,Y
84,14,6,,1996,33,F,Y,N,Y
84,14,6,,1996,11,F,,,
84,14,6,,1996,7,F,,,
84,15,6,,2005,31,M,N,N,N
84,15,6,,2005,31,F,Y,N,Y
84,16,6,,1960,76,M,Y,N,Y
84,16,6,,1960,64,F,Y,N,Y
84,16,6,,1960,28,M,Y,N,N
84,17,6,,1971,55,F,Y,N,Y
84,17,6,,1971,22,M,Y,N,Y
84,17,6,,1971,17,F,,,
84,17,6,,1971,13,F,,,
84,18,6,,2008,25,M,Y,N,N
84,18,6,,2008,18,F,Y,N,Y
84,18,6,,2008,3,M,,,
84,18,6,,2008,2,M,,,
84,19,6,,1991,47,M,Y,N,Y
84,19,6,,1991,55,F,Y,N,Y
84,19,6,,1991,19,M,Y,Y,Y
84,19,6,,1991,16,F,,,
84,19,6,,1991,13,F,,,
84,20,6,,1986,45,M,Y,N,Y
84,20,6,,1986,45,F,Y,N,Y
84,20,6,,1986,23,F,Y,Y,Y
84,20,6,,1986,22,F,Y,Y,N
84,20,6,,1986,18,F,Y,Y,N
84,20,6,,1986,20,M,Y,Y,N
84,20,6,,1986,16,F,,,
84,20,6,,1986,14,M,,,
84,20,6,,1986,7,M,,,
85,1,7,,2005,31,M,Y,N,Y
85,1,7,,2005,23,F,Y,N,Y
85,1,7,,2005,1,F,,,
85,2,7,,1971,64,M,Y,N,Y
85,2,7,,1971,62,F,Y,N,Y
85,2,7,,1971,33,M,Y,Y,N
85,3,7,,1998,37,M,Y,N,Y
85,3,7,,1998,32,F,Y,N,Y
85,3,7,,1998,9,F,,,
85,3,7,,1998,6,F,,,
85,3,7,,1998,4,M,,,
85,4,7,,1971,69,M,Y,N,Y
85,4,7,,1971,61,F,Y,N,Y
85,4,7,,1971,29,M,Y,Y,N
85,4,7,,1971,31,M,Y,Y,N
85,4,7,,1971,25,M,Y,Y,N
85,4,7,,1971,22,M,Y,Y,N
85,4,7,,1971,34,F,Y,Y,N
85,5,7,,1993,31,M,Y,N,Y
85,5,7,,1993,40,F,Y,N,Y
85,5,7,,1993,24,M,N,Y,N
85,5,7,,1993,26,M,N,Y,N
85,5,7,,1993,17,M,,,
85,5,7,,1993,15,M,,,
85,5,7,,1993,11,F,,,
85,5,7,,1993,6,M,,,
85,6,7,,1996,38,M,Y,N,Y
85,6,7,,1996,37,F,Y,N,Y
85,6,7,,1996,13,M,,,
85,6,7,,1996,12,M,,,
85,6,7,,1996,4,M,,,
85,7,7,,1997,43,M,Y,N,N
85,7,7,,1997,36,F,Y,N,Y
85,7,7,,1997,13,M,,,
85,7,7,,1997,12,F,,,
85,7,7,,1997,8,F,,,
85,7,7,,1997,7,F,,,
85,8,7,Y,2005,29,M,Y,N,Y
85,8,7,Y,2005,26,F,Y,N,Y
85,8,7,Y,2005,5,M,,,
85,8,7,Y,2005,0,F,,,
85,9,7,,2005,28,M,Y,N,Y
85,9,7,,2005,31,F,Y,N,Y
85,9,7,,2005,4,M,,,
85,9,7,,2005,3,F,,,
85,10,7,,2009,29,M,Y,N,Y
85,10,7,,2009,28,F,Y,N,Y
85,10,7,,2009,1,F,,,
85,11,7,,1975,56,F,Y,N,Y
85,11,7,,1975,24,M,Y,Y,Y
85,11,7,,1975,22,F,N,Y,N
85,11,7,,1975,20,M,N,Y,N
85,11,7,,1975,19,M,N,Y,N
85,11,7,,1975,15,M,,,
85,11,7,,1975,12,M,,,
85,12,7,,2003,33,M,Y,N,N
85,12,7,,2003,27,F,Y,N,Y
85,12,7,,2003,7,M,,,
85,12,7,,2003,3,F,,,
85,13,7,,2006,28,M,Y,N,N
85,13,7,,2006,21,F,Y,N,Y
85,13,7,,2006,4,M,,,
85,14,7,,1980,44,M,Y,N,Y
85,14,7,,1980,45,F,Y,N,Y
85,14,7,,1980,21,F,Y,Y,Y
85,14,7,,1980,18,F,Y,Y,N
85,14,7,,1980,17,M,,,
85,14,7,,1980,13,F,,,
85,14,7,,1980,10,M,,,
85,15,7,,2010,23,M,Y,N,N
85,15,7,,2010,18,F,Y,N,Y
85,16,7,,1948,79,F,Y,N,Y
85,16,7,,1948,55,F,Y,N,N
85,17,7,Y,1999,34,M,Y,N,Y
85,17,7,Y,1999,28,F,Y,N,Y
85,17,7,Y,1999,11,M,,,
85,17,7,Y,1999,8,F,,,
85,17,7,Y,1999,3,M,,,
85,18,7,,2006,29,M,Y,N,N
85,18,7,,2006,35,F,Y,N,Y
85,18,7,,2006,66,F,Y,N,Y
85,18,7,,2006,56,F,Y,N,Y
85,18,7,,2006,5,M,,,
85,18,7,,2006,1,F,,,
85,19,7,,1977,50,M,Y,N,Y
85,19,7,,1977,49,F,Y,N,Y
85,19,7,,1977,32,M,Y,Y,Y
85,19,7,,1977,21,M,Y,Y,N
85,19,7,,1977,16,F,,,
85,19,7,,1977,13,M,,,
85,20,7,,1987,55,M,Y,N,Y
85,20,7,,1987,48,F,Y,N,Y
85,20,7,,1987,22,F,Y,Y,Y
85,20,7,,1987,18,F,Y,Y,N
85,20,7,,1987,15,M,,,
85,20,7,,1987,5,F,,,
85,20,7,,1987,2,M,,,
86,1,7,,1970,62,M,,Y,Y
86,1,7,,1970,56,F,Y,N,Y
86,1,7,,1970,24,M,Y,Y,Y
86,1,7,,1970,28,M,N,Y,N
86,2,7,,2009,23,M,Y,N,N
86,2,7,,2009,18,F,Y,N,Y
86,2,7,,2009,0,M,,,
86,3,7,,1978,61,M,Y,N,Y
86,3,7,,1978,54,F,Y,N,Y
86,3,7,,1978,23,M,Y,Y,Y
86,3,7,,1978,25,M,Y,Y,N
86,3,7,,1978,16,F,,,
86,3,7,,1978,15,M,,,
86,4,7,,2010,31,M,N,N,N
86,4,7,,2010,23,F,Y,N,Y
86,5,7,,1997,38,M,Y,N,Y
86,5,7,,1997,31,F,Y,N,Y
86,5,7,,1997,13,M,,,
86,5,7,,1997,10,F,,,
86,6,7,,1994,45,M,Y,N,Y
86,6,7,,1994,34,F,Y,N,Y
86,6,7,,1994,17,M,,,
86,6,7,,1994,14,M,,,
86,6,7,,1994,15,M,,,
86,6,7,,1994,8,F,,,
86,6,7,,1994,3,F,,,
86,7,7,,1945,86,M,Y,N,Y
86,7,7,,1945,56,M,Y,N,Y
86,7,7,,1945,61,F,Y,N,Y
86,7,7,,1945,20,M,Y,Y,N
86,7,7,,1945,29,F,Y,Y,Y
86,7,7,,1945,25,F,Y,Y,N
86,7,7,,1945,14,M,,,
86,8,7,,2007,31,M,N,N,N
86,8,7,,2007,25,F,Y,N,Y
86,8,7,,2007,4,M,,,
86,8,7,,2007,2,M,,,
86,8,7,,2007,2,M,,,
86,9,7,,1950,87,M,Y,N,N
86,9,7,,1950,74,F,Y,N,Y
86,9,7,,1950,35,M,Y,N,Y
86,10,7,,1998,39,M,N,N,N
86,10,7,,1998,36,F,Y,N,Y
86,10,7,,1998,12,F,,,
86,10,7,,1998,10,M,,,
86,10,7,,1998,6,M,,,
86,10,7,,1998,5,M,,,
86,11,7,,2006,65,M,Y,N,Y
86,11,7,,2006,44,F,Y,N,Y
86,11,7,,2006,4,F,,,
86,11,7,,2006,2,M,,,
86,12,7,,2003,54,M,Y,N,Y
86,12,7,,2003,46,F,Y,N,Y
86,13,7,,2011,42,M,Y,N,N
86,13,7,,2011,26,F,Y,N,Y
86,14,7,,2003,43,M,N,N,Y
86,14,7,,2003,35,F,Y,N,Y
86,14,7,,2003,76,F,Y,N,Y
86,14,7,,2003,7,F,,,
86,14,7,,2003,6,M,,,
86,15,7,,1975,60,M,Y,N,Y
86,15,7,,1975,53,F,Y,N,Y
86,15,7,,1975,24,F,Y,Y,Y
86,15,7,,1975,22,F,Y,Y,N
86,15,7,,1975,18,F,Y,Y,N
86,16,7,,1978,56,M,Y,N,Y
86,16,7,,1978,48,F,Y,N,Y
86,16,7,,1978,26,M,Y,Y,N
86,16,7,,1978,23,M,Y,Y,Y
86,16,7,,1978,22,M,Y,Y,N
86,16,7,,1978,20,M,Y,Y,N
86,16,7,,1978,30,F,Y,Y,N
86,16,7,,1978,16,M,,,
86,16,7,,1978,11,M,,,
86,16,7,,1978,13,F,,,
86,17,7,,2009,26,F,Y,N,Y
86,17,7,,2009,1,M,,,
86,17,7,,2009,0,F,,,
86,18,7,,2009,29,M,N,N,N
86,18,7,,2009,30,F,Y,N,Y
86,18,7,,2009,0,M,,,
86,19,7,,1979,56,M,Y,N,Y
86,19,7,,1979,50,F,Y,N,Y
86,19,7,,1979,29,M,Y,Y,Y
86,19,7,,1979,27,M,Y,Y,N
86,19,7,,1979,26,M,Y,Y,N
86,19,7,,1979,17,M,,,
86,20,7,,2009,31,M,Y,N,N
86,20,7,,2009,21,F,N,N,Y
86,20,7,,2009,0,F,,,
87,1,6,,1998,38,M,Y,N,Y
87,1,6,,1998,31,F,Y,N,Y
87,1,6,,1998,12,F,,,
87,1,6,,1998,4,F,,,
87,2,6,,1982,54,M,Y,N,Y
87,2,6,,1982,49,F,Y,N,Y
87,2,6,,1982,26,M,Y,Y,Y
87,2,6,,1982,18,F,Y,Y,N
87,2,6,,1982,12,M,,,
87,2,6,,1982,12,F,,,
87,3,6,,1998,45,M,N,N,N
87,3,6,,1998,35,F,Y,N,Y
87,3,6,,1998,12,M,,,
87,3,6,,1998,11,F,,,
87,3,6,,1998,9,F,,,
87,4,6,,1982,54,M,Y,N,Y
87,4,6,,1982,50,F,Y,N,N
87,4,6,,1982,28,M,Y,Y,Y
87,4,6,,1982,23,M,Y,Y,N
87,4,6,,1982,14,M,,,
87,4,6,,1982,10,F,,,
87,5,6,,1982,63,M,Y,N,Y
87,5,6,,1982,58,F,Y,N,Y
87,5,6,,1982,25,M,Y,Y,Y
87,5,6,,1982,24,F,Y,Y,N
87,5,6,,1982,23,M,Y,Y,N
87,5,6,,1982,21,M,Y,Y,N
87,6,6,,1978,64,M,Y,N,Y
87,6,6,,1978,61,F,Y,N,Y
87,6,6,,1978,27,F,Y,Y,Y
87,6,6,,1978,21,M,N,Y,N
87,7,6,,1968,70,M,Y,N,Y
87,7,6,,1968,60,F,Y,N,Y
87,8,6,,2011,35,M,Y,N,Y
87,8,6,,2011,33,F,Y,N,Y
87,9,6,,1993,41,M,Y,N,Y
87,9,6,,1993,34,F,Y,N,Y
87,9,6,,1993,16,F,,,
87,9,6,,1993,15,F,,,
87,9,6,,1993,11,F,,,
87,9,6,,1993,2,M,,,
87,10,6,,1968,61,F,Y,N,Y
87,10,6,,1968,42,M,Y,Y,Y
87,10,6,,1968,28,M,Y,Y,N
87,10,6,,1968,24,F,Y,Y,N
87,10,6,,1968,19,F,Y,Y,N
87,11,6,,1995,40,M,N,N,N
87,11,6,,1995,34,F,Y,N,Y
87,11,6,,1995,16,F,,,
87,11,6,,1995,14,M,,,
87,11,6,,1995,8,F,,,
87,12,6,,1994,43,M,Y,N,Y
87,12,6,,1994,32,F,Y,N,Y
87,12,6,,1994,16,F,,,
87,12,6,,1994,14,F,,,
87,12,6,,1994,10,F,,,
87,12,6,,1994,7,F,,,
87,12,6,,1994,6,F,,,
87,12,6,,1994,0,M,,,
87,13,6,,1971,55,M,Y,N,Y
87,13,6,,1971,54,F,Y,N,Y
87,13,6,,1971,20,M,Y,Y,Y
87,14,6,,1999,39,M,Y,N,Y
87,14,6,,1999,27,F,Y,N,Y
87,14,6,,1999,11,M,,,
87,14,6,,1999,9,M,,,
87,14,6,,1999,6,F,,,
87,14,6,,1999,2,F,,,
87,15,5,,1986,51,M,Y,N,Y
87,15,5,,1986,48,F,Y,N,Y
87,15,5,,1986,22,M,Y,Y,Y
87,15,5,,1986,19,M,Y,Y,N
87,16,6,,1984,52,M,Y,N,Y
87,16,6,,1984,50,F,Y,N,Y
87,16,6,,1984,25,F,Y,Y,Y
87,16,6,,1984,23,M,Y,Y,Y
87,16,6,,1984,19,F,Y,Y,N
87,16,6,,1984,17,M,,,
87,17,6,,1992,43,M,Y,N,Y
87,17,6,,1992,41,F,Y,N,Y
87,17,6,,1992,17,F,,,
87,17,6,,1992,15,F,,,
87,17,6,,1992,8,F,,,
87,18,6,,1996,41,M,Y,N,Y
87,18,6,,1996,37,F,Y,N,Y
87,18,6,,1996,14,M,,,
87,18,6,,1996,10,F,,,
87,18,6,,1996,5,F,,,
87,19,6,,1999,33,M,Y,N,Y
87,19,6,,1999,32,F,Y,N,Y
87,19,6,,1999,11,F,,,
87,19,6,,1999,8,M,,,
87,19,6,,1999,2,M,,,
87,20,,,1962,77,M,Y,N,Y
87,20,,,1962,37,M,N,N,N
88,1,3,,1980,55,M,Y,N,Y
88,1,3,,1980,48,F,Y,N,Y
88,1,3,,1980,30,M,N,Y,Y
88,1,3,,1980,24,M,N,Y,N
88,1,3,,1980,25,F,Y,N,Y
88,1,3,,1980,5,M,,,
88,1,3,,1980,2,M,,,
88,2,3,,1984,32,M,Y,N,Y
88,2,3,,1984,25,F,Y,N,Y
88,2,3,,1984,27,M,N,Y,N
88,2,3,,1984,25,M,N,Y,N
88,2,3,,1984,27,M,N,Y,N
88,2,3,,1984,27,F,N,Y,N
88,2,3,,1984,4,F,,,
88,2,3,,1984,5,M,,,
88,2,3,,1984,2,F,,,
88,3,3,,1970,51,F,Y,N,Y
88,3,3,,1970,41,M,N,N,Y
88,3,3,,1970,31,F,N,Y,N
88,3,3,,1970,26,F,N,Y,N
88,3,3,,1970,40,F,Y,Y,Y
88,3,3,,1970,5,F,,,
88,3,3,,1970,3,M,,,
88,4,3,,2000,45,M,Y,N,Y
88,4,3,,2000,41,F,Y,N,Y
88,4,3,,2000,10,F,,,
88,4,3,,2000,7,F,,,
88,5,3,,1991,50,M,Y,N,Y
88,5,3,,1991,44,F,N,N,Y
88,5,3,,1991,20,M,Y,N,Y
88,5,3,,1991,17,F,,,
88,5,3,,1991,13,F,,,
88,6,3,,1986,57,M,Y,N,Y
88,6,3,,1986,57,F,N,N,Y
88,6,3,,1986,22,M,Y,Y,Y
88,6,3,,1986,19,F,Y,Y,N
88,6,3,,1986,21,F,N,N,Y
88,6,3,,1986,17,F,,,
88,6,3,,1986,15,F,,,
88,7,3,Y,1984,66,M,Y,N,Y
88,7,3,Y,1984,64,F,N,N,Y
88,7,3,Y,1984,28,M,Y,Y,Y
88,7,3,Y,1984,32,M,N,Y,N
88,7,3,Y,1984,31,M,N,Y,N
88,7,3,Y,1984,23,M,N,Y,N
88,7,3,Y,1984,37,F,Y,N,Y
88,7,3,Y,1984,7,M,,,
88,7,3,Y,1984,13,F,,,
88,7,3,Y,1984,15,M,,,
88,7,3,Y,1984,0,M,,,
88,7,3,Y,1984,1,M,,,
88,8,3,,1988,37,M,Y,N,Y
88,8,3,,1988,37,F,Y,N,Y
88,8,3,,1988,19,F,Y,Y,Y
88,8,3,,1988,18,M,N,Y,N
88,8,3,,1988,15,M,,,
88,8,3,,1988,16,M,,,
88,8,3,,1988,9,F,,,
88,8,3,,1988,6,M,,,
88,9,3,,1996,29,F,Y,N,Y
88,9,3,,1996,11,M,,,
88,9,3,,1996,10,F,,,
88,9,3,,1996,8,M,,,
88,9,3,,1996,5,F,,,
88,9,3,,1996,13,M,,,
88,10,3,,1980,61,M,Y,N,Y
88,10,3,,1980,62,F,Y,N,Y
88,11,3,,1985,64,M,Y,N,Y
88,11,3,,1985,62,F,N,N,Y
88,11,3,,1985,32,M,N,Y,N
88,11,3,,1985,30,M,Y,Y,Y
88,11,3,,1985,25,M,N,Y,N
88,11,3,,1985,21,M,N,Y,N
88,11,3,,1985,21,F,N,N,Y
88,11,3,,1985,25,F,N,N,Y
88,12,3,Y,2009,53,M,Y,N,Y
88,12,3,Y,2009,47,F,Y,N,Y
88,12,3,Y,2009,27,M,N,Y,N
88,12,3,Y,2009,25,F,N,Y,N
88,12,3,Y,2009,24,M,N,Y,N
88,12,3,Y,2009,22,M,N,Y,N
88,12,3,Y,2009,20,M,Y,Y,Y
88,12,3,Y,2009,21,F,N,N,Y
88,12,3,Y,2009,24,F,N,N,Y
88,12,3,Y,2009,1,M,,,
88,12,3,Y,2009,3,F,,,
88,13,3,,1980,59,M,Y,N,Y
88,13,3,,1980,54,F,N,N,Y
88,13,3,,1980,25,M,N,Y,N
88,13,3,,1980,22,M,N,Y,N
88,13,3,,1980,18,M,Y,Y,Y
88,13,3,,1980,14,M,,,
88,13,3,,1980,11,F,,,
88,14,3,,1970,71,F,Y,N,Y
88,14,3,,1970,32,M,Y,Y,Y
88,14,3,,1970,33,F,N,Y,N
88,14,3,,1970,33,M,N,Y,N
88,14,3,,1970,31,F,N,Y,N
88,14,3,,1970,32,F,Y,Y,Y
88,14,3,,1970,7,F,,,
88,14,3,,1970,5,F,,,
88,14,3,,1970,11,F,,,
88,14,3,,1970,4,M,,,
88,15,3,,2003,40,M,Y,N,Y
88,15,3,,2003,40,F,Y,N,Y
88,15,3,,2003,16,F,,,
88,15,3,,2003,14,F,,,
88,15,3,,2003,11,F,,,
88,15,3,,2003,9,M,,,
88,15,3,,2003,3,F,,,
88,16,3,,2009,34,M,Y,N,Y
88,16,3,,2009,34,F,N,N,Y
88,16,3,,2009,14,F,,,
88,16,3,,2009,12,M,,,
88,16,3,,2009,8,F,,,
88,16,3,,2009,3,F,,,
88,17,3,,1975,57,M,Y,N,Y
88,17,3,,1975,47,F,Y,Y,Y
88,17,3,,1975,36,F,N,Y,N
88,17,3,,1975,21,F,Y,N,Y
88,17,3,,1975,12,M,,,
88,17,3,,1975,12,F,,,
88,18,3,,2001,48,M,Y,N,Y
88,18,3,,2001,40,F,Y,N,Y
