cluster,hh,gov,replacement,year_hh_formed,age,sex,present,othersib,sib
1,1,18,,1986,53,M,N,N,Y
1,1,18,,1986,50,F,N,N,Y
1,1,18,,1986,24,F,Y,Y,Y
1,1,18,,1986,22,F,Y,Y,N
1,1,18,,1986,19,M,Y,Y,N
1,1,18,,1986,16,M,,,
1,1,18,,1986,12,F,,,
1,1,18,,1986,9,F,,,
1,1,18,,1986,8,F,,,
1,2,18,,2003,37,M,Y,N,Y
1,2,18,,2003,33,F,Y,N,Y
1,2,18,,2003,7,F,,,
1,2,18,,2003,4,F,,,
1,2,18,,2003,2,F,,,
1,3,18,,1976,59,M,Y,N,Y
1,3,18,,1976,54,F,Y,N,Y
1,3,18,,1976,21,M,Y,Y,Y
1,3,18,,1976,20,M,Y,Y,N
1,4,18,,1999,34,M,Y,N,N
1,4,18,,1999,30,M,Y,N,Y
1,4,18,,1999,13,M,,,
1,4,18,,1999,11,F,,,
1,4,18,,1999,6,M,,,
1,4,18,,1999,2,M,,,
1,5,18,,2007,30,M,Y,N,N
1,5,18,,2007,34,F,Y,N,Y
1,5,18,,2007,3,M,,,
1,5,18,,2007,2,F,,,
1,6,18,,1980,49,M,Y,N,Y
1,6,18,,1980,46,F,Y,N,Y
1,6,18,,1980,21,M,Y,Y,Y
1,6,18,,1980,19,F,Y,Y,N
1,6,18,,1980,16,F,,,
1,6,18,,1980,13,F,,,
1,6,18,,1980,10,F,,,
1,6,18,,1980,9,F,,,
1,7,18,,1998,41,M,Y,N,Y
1,7,18,,1998,33,F,Y,N,Y
1,7,18,,1998,12,F,,,
1,7,18,,1998,11,M,,,
1,7,18,,1998,9,F,,,
1,8,18,,1971,68,M,Y,N,Y
1,8,18,,1971,55,F,Y,N,Y
1,8,18,,1971,30,M,Y,Y,N
1,8,18,,1971,26,M,Y,Y,N
1,8,18,,1971,24,F,Y,Y,N
1,8,18,,1971,21,M,Y,Y,Y
1,8,18,,1971,18,F,Y,Y,N
1,9,18,,1927,71,F,Y,Y,Y
1,9,18,,1927,61,F,Y,Y,N
1,9,18,,1927,69,M,N,Y,N
1,10,18,,1989,45,F,Y,N,Y
1,10,18,,1989,24,F,Y,Y,Y
1,10,18,,1989,27,M,Y,Y,N
1,10,18,,1989,19,M,Y,Y,N
1,10,18,,1989,12,M,,,
1,11,18,,1985,61,M,Y,N,Y
1,11,18,,1985,53,F,Y,N,Y
1,11,18,,1985,23,F,Y,Y,Y
1,11,18,,1985,22,M,N,Y,N
1,11,18,,1985,10,M,,,
1,12,18,,2006,33,M,Y,N,N
1,12,18,,2006,24,F,Y,N,Y
1,12,18,,2006,4,F,,,
1,13,18,,2009,32,M,Y,N,N
1,13,18,,2009,32,F,Y,N,Y
1,14,18,,1990,75,M,Y,N,Y
1,14,18,,1990,46,F,Y,N,Y
1,14,18,,1990,16,F,,,
1,14,18,,1990,13,M,,,
1,14,18,,1990,10,F,,,
1,15,18,,1976,55,F,Y,N,Y
1,15,18,,1976,27,F,Y,N,Y
1,15,18,,1976,27,M,Y,Y,Y
1,15,18,,1976,25,M,Y,Y,N
1,15,18,,1976,31,F,N,Y,N
1,15,18,,1976,21,M,N,Y,N
1,15,18,,1976,19,F,N,Y,N
1,15,18,,1976,15,M,,,
1,16,18,,1983,57,M,Y,N,Y
1,16,18,,1983,47,F,Y,N,Y
1,16,18,,1983,24,M,Y,Y,Y
1,16,18,,1983,21,M,Y,Y,N
1,16,18,,1983,18,F,Y,N,Y
1,16,18,,1983,14,M,,,
1,16,18,,1983,11,M,,,
1,16,18,,1983,9,M,,,
1,16,18,,1983,12,M,,,
1,16,18,,1983,1,F,,,
1,17,18,,1980,57,M,Y,N,Y
1,17,18,,1980,48,F,Y,N,N
1,17,18,,1980,28,M,Y,Y,Y
1,17,18,,1980,19,M,Y,Y,N
1,17,18,,1980,19,F,Y,Y,N
1,17,18,,1980,7,F,,,
1,17,18,,1980,13,M,,,
1,18,18,,1993,55,M,Y,Y,Y
1,18,18,,1993,40,F,Y,N,Y
1,18,18,,1993,56,M,Y,Y,N
1,18,18,,1993,17,F,,,
1,18,18,,1993,15,F,,,
1,18,18,,1993,12,M,,,
1,19,18,,1997,38,M,Y,N,N
1,19,18,,1997,32,F,Y,N,Y
1,19,18,,1997,14,F,,,
1,19,18,,1997,9,M,,,
1,19,18,,1997,8,M,,,
1,19,18,,1997,4,M,,,
1,20,18,,2008,30,M,Y,N,Y
1,20,18,,2008,22,F,Y,N,Y
1,20,18,,2008,0,F,,,
2,1,2,,1972,59,M,Y,N,Y
2,1,2,,1972,55,F,Y,N,Y
2,1,2,,1972,10,M,,,
2,1,2,,1972,12,M,,,
2,2,2,,2011,20,M,N,N,N
2,2,2,,2011,19,F,Y,N,Y
2,3,2,,2002,30,M,Y,N,Y
2,3,2,,2002,27,F,Y,N,Y
2,3,2,,2002,8,F,,,
2,3,2,,2002,6,F,,,
2,3,2,,2002,3,M,,,
2,3,2,,2002,1,M,,,
2,4,2,,2007,59,M,Y,N,N
2,4,2,,2007,32,F,Y,N,Y
2,4,2,,2007,3,F,,,
2,4,2,,2007,2,M,,,
2,5,2,,1991,38,M,Y,N,Y
2,5,2,,1991,37,F,Y,N,Y
2,5,2,,1991,19,M,Y,Y,Y
2,5,2,,1991,16,M,,,
2,5,2,,1991,13,M,,,
2,5,2,,1991,5,M,,,
2,5,2,,1991,5,F,,,
2,6,2,,2000,27,M,Y,N,N
2,6,2,,2000,25,F,Y,N,Y
2,6,2,,2000,12,F,,,
2,6,2,,2000,7,M,,,
2,6,2,,2000,5,M,,,
2,7,2,,1993,38,F,Y,N,Y
2,7,2,,1993,31,F,Y,N,N
2,7,2,,1993,16,M,,,
2,7,2,,1993,13,F,,,
2,7,2,,1993,10,F,,,
2,7,2,,1993,9,F,,,
2,7,2,,1993,5,M,,,
2,8,2,,2005,25,M,Y,N,N
2,8,2,,2005,25,F,Y,N,Y
2,8,2,,2005,4,F,,,
2,8,2,,2005,1,M,,,
2,9,2,,1999,29,M,Y,N,N
2,9,2,,1999,31,F,Y,N,N
2,9,2,,1999,10,F,,,
2,9,2,,1999,2,F,,,
2,10,2,,2005,28,M,Y,N,Y
2,10,2,,2005,26,F,Y,N,N
2,10,2,,2005,6,M,,,
2,10,2,,2005,2,F,,,
2,11,2,,2004,37,M,Y,N,Y
2,11,2,,2004,20,F,Y,N,N
2,11,2,,2004,6,F,,,
2,11,2,,2004,2,F,,,
2,11,2,,2004,0,M,,,
2,12,2,,1995,42,M,Y,N,Y
2,12,2,,1995,33,F,Y,N,Y
2,12,2,,1995,88,M,Y,N,Y
2,12,2,,1995,16,F,,,
2,12,2,,1995,14,F,,,
2,12,2,,1995,11,M,,,
2,13,2,,1991,53,M,Y,N,Y
2,13,2,,1991,39,F,Y,N,Y
2,13,2,,1991,25,M,Y,Y,Y
2,13,2,,1991,21,M,N,Y,N
2,13,2,,1991,26,F,N,Y,N
2,13,2,,1991,13,F,,,
2,13,2,,1991,17,F,,,
2,14,2,,1982,50,M,Y,N,Y
2,14,2,,1982,45,F,Y,N,Y
2,14,2,,1982,24,F,Y,Y,Y
2,14,2,,1982,23,M,Y,Y,N
2,14,2,,1982,20,M,Y,Y,N
2,14,2,,1982,10,M,,,
2,14,2,,1982,8,M,,,
2,14,2,,1982,14,M,,,
2,15,2,,1991,46,M,N,N,Y
2,15,2,,1991,37,F,Y,N,Y
2,15,2,,1991,10,F,,,
2,15,2,,1991,6,F,,,
2,15,2,,1991,4,F,,,
2,15,2,,1991,3,M,,,
2,15,2,,1991,1,M,,,
2,16,2,,1997,43,M,Y,N,Y
2,16,2,,1997,33,F,,,
2,16,2,,1997,13,F,,,
2,16,2,,1997,12,F,,,
2,16,2,,1997,10,M,,,
2,16,2,,1997,8,F,,,
2,16,2,,1997,4,M,,,
2,17,2,,1988,55,M,Y,N,Y
2,17,2,,1988,51,F,Y,N,Y
2,17,2,,1988,28,M,Y,N,Y
2,17,2,,1988,21,F,Y,N,Y
2,17,2,,1988,12,M,,,
2,17,2,,1988,13,F,,,
2,18,2,,1996,42,M,N,N,N
2,18,2,,1996,40,F,Y,N,Y
2,18,2,,1996,10,M,,,
2,18,2,,1996,11,M,,,
2,18,2,,1996,9,F,,,
2,18,2,,1996,5,M,,,
2,19,2,Y,1985,70,M,N,N,Y
2,19,2,Y,1985,44,F,Y,N,Y
2,19,2,Y,1985,24,F,Y,Y,Y
2,19,2,Y,1985,14,F,,,
2,19,2,Y,1985,15,F,,,
2,19,2,Y,1985,11,F,,,
2,19,2,Y,1985,10,F,,,
2,19,2,Y,1985,3,M,,,
2,19,2,Y,1985,7,M,,,
2,19,2,Y,1985,6,M,,,
2,19,2,Y,1985,9,F,,,
2,20,2,Y,1999,30,M,Y,N,Y
2,20,2,Y,1999,31,F,Y,N,Y
2,20,2,Y,1999,11,M,,,
2,20,2,Y,1999,8,M,,,
2,20,2,Y,1999,6,F,,,
2,20,2,Y,1999,4,F,,,
2,20,2,Y,1999,1,F,,,
3,1,6,,1992,50,M,Y,N,Y
3,1,6,,1992,45,F,Y,N,Y
3,1,6,,1992,18,M,Y,Y,N
3,1,6,,1992,20,F,Y,Y,Y
3,1,6,,1992,15,F,,,
3,1,6,,1992,13,M,,,
3,1,6,,1992,11,M,,,
3,2,6,,1969,77,M,Y,N,Y
3,2,6,,1969,70,F,Y,N,Y
3,3,6,,2008,37,M,Y,N,Y
3,3,6,,2008,27,F,Y,N,Y
3,3,6,,2008,3,M,,,
3,4,6,,2001,41,M,Y,N,N
3,4,6,,2001,33,F,Y,N,Y
3,4,6,,2001,9,M,,,
3,4,6,,2001,4,F,,,
3,5,6,,1966,71,M,Y,N,Y
3,5,6,,1966,65,F,Y,N,Y
3,6,6,,2010,36,M,Y,N,Y
3,6,6,,2010,26,F,Y,N,Y
3,6,6,,2010,0,M,,,
3,7,6,,2010,34,M,Y,N,Y
3,7,6,,2010,21,F,Y,N,Y
3,7,6,,2010,0,M,,,
3,8,6,,1995,73,M,Y,N,Y
3,8,6,,1995,66,F,Y,N,Y
3,9,6,,1999,40,M,Y,N,N
3,9,6,,1999,33,F,Y,N,Y
3,9,6,,1999,9,F,,,
3,9,6,,1999,7,M,,,
3,9,6,,1999,5,F,,,
3,10,6,Y,2009,30,M,Y,N,Y
3,10,6,Y,2009,23,F,Y,N,Y
3,10,6,Y,2009,1,M,,,
3,11,6,Y,2003,38,M,Y,N,Y
3,11,6,Y,2003,23,F,Y,N,Y
3,12,6,,1954,78,M,Y,N,Y
3,12,6,,1954,75,F,Y,N,Y
3,12,6,,1954,34,F,N,Y,N
3,12,6,,1954,44,F,N,Y,N
3,12,6,,1954,42,M,N,Y,N
3,13,6,,2008,45,M,Y,N,Y
3,13,6,,2008,38,F,Y,N,Y
3,13,6,,2008,3,M,,,
3,14,6,,1994,57,M,Y,N,Y
3,14,6,,1994,51,F,Y,N,Y
3,14,6,,1994,16,F,,,
3,14,6,,1994,14,M,,,
3,15,6,,1997,46,M,Y,N,Y
3,15,6,,1997,42,F,Y,N,Y
3,15,6,,1997,13,M,,,
3,15,6,,1997,12,F,,,
3,15,6,,1997,4,M,,,
3,16,6,,1954,43,F,Y,N,Y
3,16,6,,1954,24,M,Y,N,Y
3,17,6,,1982,61,M,Y,Y,Y
3,17,6,,1982,52,F,Y,N,Y
3,17,6,,1982,28,M,Y,Y,Y
3,17,6,,1982,25,M,N,Y,N
3,17,6,,1982,21,F,N,Y,N
3,17,6,,1982,79,F,Y,N,Y
3,17,6,,1982,59,F,N,Y,N
3,18,6,Y,2009,31,M,Y,N,Y
3,18,6,Y,2009,28,F,Y,N,Y
3,18,6,Y,2009,0,M,,,
3,19,6,,2009,30,M,N,N,N
3,19,6,,2009,21,F,Y,N,Y
3,19,6,,2009,1,M,,,
3,20,6,,2009,28,M,Y,N,N
3,20,6,,2009,20,F,Y,N,N
3,20,6,,2009,0,F,,,
4,1,2,,1992,46,M,Y,N,Y
4,1,2,,1992,42,F,Y,N,Y
4,1,2,,1992,16,M,,,
4,1,2,,1992,9,M,,,
4,2,2,,2008,23,M,Y,N,Y
4,2,2,,2008,19,F,Y,N,Y
4,2,2,,2008,1,M,,,
4,2,2,,2008,0,F,,,
4,3,2,,2008,33,M,Y,N,Y
4,3,2,,2008,21,F,Y,N,Y
4,4,2,,1967,42,M,Y,N,Y
4,4,2,,1967,44,F,Y,N,Y
4,4,2,,1967,23,M,Y,Y,Y
4,4,2,,1967,21,M,Y,Y,N
4,4,2,,1967,20,F,Y,Y,N
4,4,2,,1967,18,F,Y,Y,N
4,4,2,,1967,15,M,,,
4,4,2,,1967,13,M,,,
4,4,2,,1967,9,M,,,
4,4,2,,1967,7,M,,,
4,4,2,,1967,7,F,,,
4,5,2,,2000,38,M,Y,N,Y
4,5,2,,2000,39,F,Y,N,Y
4,5,2,,2000,3,M,,,
4,5,2,,2000,8,F,,,
4,5,2,,2000,7,F,,,
4,5,2,,2000,10,F,,,
4,6,2,,2003,38,M,Y,N,Y
4,6,2,,2003,34,F,Y,N,Y
4,6,2,,2003,7,M,,,
4,6,2,,2003,6,F,,,
4,6,2,,2003,4,M,,,
4,7,2,,1991,42,M,Y,N,Y
4,7,2,,1991,35,F,Y,N,Y
4,7,2,,1991,17,M,,,
4,7,2,,1991,15,F,,,
4,7,2,,1991,13,M,,,
4,7,2,,1991,10,F,,,
4,7,2,,1991,8,F,,,
4,7,2,,1991,4,M,,,
4,8,2,,1989,45,M,Y,N,Y
4,8,2,,1989,31,F,Y,N,Y
4,8,2,,1989,15,M,,,
4,8,2,,1989,15,M,,,
4,8,2,,1989,14,M,,,
4,8,2,,1989,13,M,,,
4,8,2,,1989,9,F,,,
4,9,2,,1998,44,M,Y,N,Y
4,9,2,,1998,29,F,Y,N,Y
4,9,2,,1998,12,M,,,
4,9,2,,1998,10,F,,,
4,9,2,,1998,6,F,,,
4,9,2,,1998,8,M,,,
4,9,2,,1998,3,F,,,
4,9,2,,1998,0,F,,,
4,10,2,,2009,21,M,Y,N,Y
4,10,2,,2009,20,F,Y,N,Y
4,10,2,,2009,0,F,,,
4,11,2,,1992,43,M,Y,N,Y
4,11,2,,1992,37,F,Y,N,Y
4,11,2,,1992,11,F,,,
4,11,2,,1992,6,M,,,
4,11,2,,1992,5,M,,,
4,11,2,,1992,16,M,,,
4,11,2,,1992,14,M,,,
4,11,2,,1992,13,M,,,
4,12,2,,1986,45,F,Y,N,Y
4,12,2,,1986,21,M,Y,N,Y
4,13,2,,1994,34,M,Y,N,Y
4,13,2,,1994,41,F,Y,N,Y
4,13,2,,1994,14,M,,,
4,13,2,,1994,12,F,,,
4,13,2,,1994,10,M,,,
4,13,2,,1994,4,M,,,
4,13,2,,1994,3,M,,,
4,14,2,,2006,21,M,Y,N,N
4,14,2,,2006,18,F,Y,N,Y
4,14,2,,2006,4,M,,,
4,14,2,,2006,2,F,,,
4,14,2,,2006,0,F,,,
4,15,2,,1997,41,M,Y,N,N
4,15,2,,1997,32,F,Y,N,Y
4,15,2,,1997,17,M,,,
4,15,2,,1997,12,F,,,
4,15,2,,1997,9,M,,,
4,15,2,,1997,7,F,,,
4,15,2,,1997,3,F,,,
4,16,2,,2005,23,M,Y,N,N
4,16,2,,2005,25,F,Y,N,Y
4,16,2,,2005,5,M,,,
4,16,2,,2005,0,M,,,
4,16,2,,2005,6,F,,,
4,17,2,,1983,46,M,Y,N,N
4,17,2,,1983,46,F,Y,N,N
4,17,2,,1983,15,M,,,
4,17,2,,1983,13,M,,,
4,17,2,,1983,0,M,,,
4,18,2,,2000,40,M,Y,N,Y
4,18,2,,2000,36,F,Y,N,Y
4,18,2,,2000,10,F,,,
4,18,2,,2000,9,M,,,
4,18,2,,2000,5,M,,,
4,18,2,,2000,7,F,,,
4,18,2,,2000,1,F,,,
4,19,2,,2004,29,M,Y,N,Y
4,19,2,,2004,27,F,Y,N,Y
4,19,2,,2004,5,M,,,
4,19,2,,2004,6,F,,,
4,19,2,,2004,1,M,,,
4,20,2,,1990,45,M,Y,N,Y
4,20,2,,1990,42,F,Y,N,Y
4,20,2,,1990,20,F,Y,Y,Y
4,20,2,,1990,16,M,,,
4,20,2,,1990,13,M,,,
4,20,2,,1990,11,M,,,
4,20,2,,1990,6,F,,,
4,20,2,,1990,5,F,,,
4,20,2,,1990,2,M,,,
4,20,2,,1990,17,M,,,
5,1,16,,1990,33,F,Y,N,Y
5,1,16,,1990,16,M,,,
5,1,16,,1990,11,M,,,
5,1,16,,1990,9,F,,,
5,1,16,,1990,2,F,,,
5,2,16,,1987,45,M,Y,N,Y
5,2,16,,1987,44,F,Y,N,Y
5,2,16,,1987,19,M,Y,Y,Y
5,2,16,,1987,5,F,,,
5,2,16,,1987,17,F,,,
5,2,16,,1987,10,F,,,
5,2,16,,1987,12,F,,,
5,2,16,,1987,15,M,,,
5,3,16,,1985,48,M,Y,N,N
5,3,16,,1985,44,F,Y,N,N
5,3,16,,1985,23,F,Y,Y,Y
5,3,16,,1985,24,F,N,Y,N
5,3,16,,1985,25,F,N,Y,N
5,3,16,,1985,19,M,N,Y,N
5,3,16,,1985,16,M,,,
5,3,16,,1985,13,F,,,
5,4,16,,1989,40,M,Y,N,Y
5,4,16,,1989,49,F,N,N,N
5,4,16,,1989,12,M,,,
5,4,16,,1989,14,M,,,
5,4,16,,1989,10,F,,,
5,4,16,,1989,17,M,,,
5,5,16,y,1990,39,M,Y,N,Y
5,5,16,y,1990,42,F,Y,N,Y
5,5,16,y,1990,20,M,Y,Y,Y
5,5,16,y,1990,18,F,N,Y,N
5,5,16,y,1990,9,M,,,
5,5,16,y,1990,7,F,,,
5,5,16,y,1990,11,F,,,
5,5,16,y,1990,13,M,,,
5,5,16,y,1990,14,M,,,
5,5,16,y,1990,16,F,,,
5,6,16,,1984,43,F,Y,N,Y
5,6,16,,1984,25,F,Y,N,Y
5,7,16,,1973,53,F,Y,N,N
5,7,16,,1973,19,M,Y,Y,Y
5,7,16,,1973,17,M,,,
5,7,16,,1973,14,M,,,
5,7,16,,1973,14,M,,,
5,8,16,,2003,34,M,Y,N,N
5,8,16,,2003,27,F,Y,N,Y
5,8,16,,2003,7,M,,,
5,8,16,,2003,5,F,,,
5,8,16,,2003,4,F,,,
5,9,16,y,1984,23,M,Y,Y,Y
5,9,16,y,1984,25,F,N,Y,N
5,9,16,y,1984,18,M,N,Y,N
5,9,16,y,1984,15,M,,,
5,9,16,y,1984,13,F,,,
5,10,16,,2011,21,M,Y,N,N
5,10,16,,2011,17,F,,,
5,11,16,,1993,49,M,N,N,Y
5,11,16,,1993,41,F,Y,N,Y
5,11,16,,1993,5,M,,,
5,11,16,,1993,13,M,,,
5,11,16,,1993,16,M,,,
5,11,16,,1993,14,F,,,
5,11,16,,1993,10,M,,,
5,11,16,,1993,15,M,,,
5,11,16,,1993,9,M,,,
5,11,16,,1993,1,f,,,
5,12,16,,1986,44,F,Y,N,Y
5,12,16,,1986,23,M,Y,y,Y
5,12,16,,1986,20,M,N,Y,N
5,12,16,,1986,22,F,N,Y,N
5,12,16,,1986,18,F,N,Y,N
5,12,16,,1986,14,F,,,
5,13,16,,1980,48,M,Y,N,N
5,13,16,,1980,43,F,Y,N,Y
5,13,16,,1980,20,F,Y,Y,Y
5,13,16,,1980,19,F,Y,Y,N
5,13,16,,1980,18,F,Y,Y,N
5,13,16,,1980,19,F,Y,Y,N
5,13,16,,1980,17,M,,,
5,13,16,,1980,13,M,,,
5,13,16,,1980,8,M,,,
5,13,16,,1980,15,F,,,
5,13,16,,1980,5,F,,,
5,14,16,,2006,21,M,Y,N,N
5,14,16,,2006,26,F,Y,N,Y
5,14,16,,2006,3,F,,,
5,14,16,,2006,0,F,,,
5,14,16,,2006,2,M,,,
5,15,16,,1991,41,M,Y,N,Y
5,15,16,,1991,40,F,Y,N,Y
5,15,16,,1991,18,M,Y,Y,Y
5,15,16,,1991,15,F,,,
5,15,16,,1991,13,F,,,
5,15,16,,1991,12,M,,,
5,15,16,,1991,10,M,,,
5,15,16,,1991,9,F,,,
5,16,16,,1992,37,M,Y,N,N
5,16,16,,1992,35,F,Y,N,Y
5,16,16,,1992,14,F,,,
5,16,16,,1992,6,F,,,
5,16,16,,1992,1,M,,,
5,16,16,,1992,11,F,,,
5,17,16,,1999,34,M,N,N,N
5,17,16,,1999,26,F,Y,N,Y
5,17,16,,1999,10,M,,,
5,17,16,,1999,9,M,,,
5,17,16,,1999,8,M,,,
5,17,16,,1999,7,M,,,
5,18,16,,2000,54,M,Y,N,Y
5,18,16,,2000,46,F,Y,N,Y
5,18,16,,2000,11,F,,,
5,18,16,,2000,8,M,,,
5,18,16,,2000,5,F,,,
5,18,16,,2000,1,M,,,
5,19,16,,1972,62,M,Y,N,Y
5,19,16,,1972,58,F,Y,N,Y
5,19,16,,1972,28,F,N,Y,Y
5,19,16,,1972,21,F,N,Y,N
5,19,16,,1972,19,F,N,Y,N
5,19,16,,1972,16,M,,,
5,20,16,,1996,34,M,Y,N,Y
5,20,16,,1996,31,F,Y,N,Y
5,20,16,,1996,13,F,,,
5,20,16,,1996,9,M,,,
5,20,16,,1996,10,F,,,
5,20,16,,1996,6,F,,,
5,20,16,,1996,7,F,,,
5,20,16,,1996,5,F,,,
5,20,16,,1996,3,M,,,
6,1,4,,1980,42,M,Y,N,Y
6,1,4,,1980,43,F,Y,N,Y
6,1,4,,1980,26,M,Y,Y,Y
6,1,4,,1980,25,M,N,Y,N
6,1,4,,1980,24,M,N,Y,N
6,1,4,,1980,19,F,N,Y,N
6,1,4,,1980,7,M,,,
6,1,4,,1980,9,M,,,
6,1,4,,1980,13,M,,,
6,1,4,,1980,10,F,,,
6,2,4,,1990,41,F,Y,N,Y
6,2,4,,1990,42,M,Y,N,N
6,2,4,,1990,20,M,Y,Y,Y
6,2,4,,1990,17,F,,,
6,2,4,,1990,15,F,,,
6,2,4,,1990,13,F,,,
6,2,4,,1990,10,M,,,
6,2,4,,1990,8,M,,,
6,3,4,,1975,58,F,Y,N,Y
6,3,4,,1975,17,M,,,
6,4,4,,1990,41,M,Y,N,Y
6,4,4,,1990,35,F,N,N,Y
6,4,4,,1990,19,M,Y,Y,Y
6,4,4,,1990,18,M,N,Y,N
6,4,4,,1990,14,M,,,
6,4,4,,1990,13,F,,,
6,4,4,,1990,15,F,,,
6,5,4,,1965,63,F,Y,N,Y
6,5,4,,1965,35,F,Y,N,Y
6,6,4,,1995,40,M,Y,N,N
6,6,4,,1995,46,F,Y,N,Y
6,6,4,,1995,15,M,,,
6,6,4,,1995,14,F,,,
6,6,4,,1995,11,F,,,
6,6,4,,1995,9,F,,,
6,6,4,,1995,5,M,,,
6,7,4,,1970,32,M,Y,Y,Y
6,7,4,,1970,66,F,Y,N,Y
6,7,4,,1970,28,M,N,Y,N
6,7,4,,1970,26,F,Y,N,Y
6,7,4,,1970,31,F,N,N,Y
6,7,4,,1970,23,F,N,Y,N
6,7,4,,1970,21,F,N,Y,N
6,7,4,,1970,33,M,N,Y,N
6,7,4,,1970,7,M,,,
6,7,4,,1970,4,F,,,
6,7,4,,1970,5,F,,,
6,7,4,,1970,6,M,,,
6,7,4,,1970,3,M,,,
6,8,4,,1979,50,M,Y,N,Y
6,8,4,,1979,45,F,Y,N,Y
6,8,4,,1979,18,F,Y,Y,Y
6,8,4,,1979,17,M,,,
6,8,4,,1979,12,F,,,
6,9,4,,1985,37,M,Y,N,Y
6,9,4,,1985,36,F,N,N,Y
6,9,4,,1985,19,F,Y,Y,Y
6,9,4,,1985,24,M,N,Y,N
6,9,4,,1985,15,M,,,
6,9,4,,1985,13,M,,,
6,9,4,,1985,6,F,,,
6,10,4,,1962,37,F,Y,Y,Y
6,10,4,,1962,72,M,Y,N,Y
6,10,4,,1962,71,F,N,N,Y
6,10,4,,1962,35,F,N,Y,N
6,10,4,,1962,39,M,Y,N,Y
6,10,4,,1962,10,M,,,
6,10,4,,1962,0,F,,,
6,10,4,,1962,1,M,,,
6,10,4,,1962,6,F,,,
6,11,4,,1998,45,M,Y,N,Y
6,11,4,,1998,39,F,Y,N,Y
6,11,4,,1998,20,F,Y,Y,Y
6,11,4,,1998,21,M,N,Y,N
6,11,4,,1998,19,M,N,Y,N
6,11,4,,1998,17,F,,,
6,11,4,,1998,14,F,,,
6,11,4,,1998,11,M,,,
6,12,4,,2000,37,M,Y,N,Y
6,12,4,,2000,26,F,Y,N,Y
6,12,4,,2000,9,F,,,
6,12,4,,2000,5,F,,,
6,12,4,,2000,4,F,,,
6,13,4,,2006,35,M,Y,N,N
6,13,4,,2006,30,F,Y,N,Y
6,13,4,,2006,2,M,,,
6,13,4,,2006,4,F,,,
6,14,4,,1986,51,M,Y,N,Y
6,14,4,,1986,49,F,Y,N,Y
6,14,4,,1986,23,M,Y,Y,Y
6,14,4,,1986,20,M,N,Y,N
6,14,4,,1986,10,F,,,
6,15,4,,1986,45,M,Y,N,Y
6,15,4,,1986,48,F,Y,N,Y
6,15,4,,1986,19,M,Y,Y,Y
6,15,4,,1986,16,M,,,
6,15,4,,1986,14,M,,,
6,15,4,,1986,12,M,,,
6,15,4,,1986,10,F,,,
6,16,4,,1950,39,F,Y,Y,N
6,16,4,,1950,79,F,Y,N,Y
6,16,4,,1950,30,F,N,Y,N
6,16,4,,1950,35,F,N,Y,N
6,17,4,,1988,35,M,Y,Y,Y
6,17,4,,1988,56,F,Y,N,Y
6,17,4,,1988,33,M,y,Y,N
6,17,4,,1988,23,F,Y,N,Y
6,17,4,,1988,23,F,Y,N,Y
6,17,4,,1988,25,M,N,Y,N
6,17,4,,1988,4,M,,,
6,17,4,,1988,1,F,,,
6,17,4,,1988,1,M,,,
6,17,4,,1988,0,F,,,
6,18,4,,2000,33,M,Y,N,Y
6,18,4,,2000,33,F,Y,N,Y
6,18,4,,2000,7,M,,,
6,18,4,,2000,4,M,,,
6,19,4,,1990,37,M,Y,Y,Y
6,19,4,,1990,39,F,N,Y,N
6,19,4,,1990,41,F,N,Y,N
6,19,4,,1990,34,M,N,Y,N
6,19,4,,1990,32,F,N,Y,N
6,20,4,,1980,46,M,Y,N,Y
6,20,4,,1980,37,F,Y,N,Y
6,20,4,,1980,20,F,N,Y,Y
6,20,4,,1980,17,F,,,
6,20,4,,1980,16,F,,,
6,20,4,,1980,13,F,,,
6,20,4,,1980,11,F,,,
6,20,4,,1980,8,F,,,
6,20,4,,1980,7,M,,,
7,1,11,,1980,55,M,Y,N,Y
7,1,11,,1980,59,F,Y,N,Y
7,1,11,,1980,21,F,Y,Y,N
7,1,11,,1980,26,M,Y,Y,N
7,1,11,,1980,24,F,Y,N,y
7,1,11,,1980,11,F,,,
7,1,11,,1980,0,M,,,
7,2,11,,2000,35,M,Y,N,Y
7,2,11,,2000,31,F,Y,N,Y
7,2,11,,2000,5,M,,,
7,2,11,,2000,10,F,,,
7,3,11,,1949,39,F,Y,N,Y
7,3,11,,1949,59,F,Y,N,Y
7,4,11,,2011,30,M,Y,N,Y
7,4,11,,2011,32,F,Y,N,Y
7,4,11,,2011,7,M,,,
7,4,11,,2011,5,F,,,
7,5,11,,1940,43,F,Y,Y,Y
7,5,11,,1940,83,F,Y,N,Y
7,5,11,,1940,40,F,Y,Y,N
7,5,11,,1940,56,M,Y,Y,N
7,5,11,,1940,43,F,Y,Y,N
7,6,11,,1940,52,F,Y,Y,Y
7,6,11,,1940,47,F,Y,Y,N
7,6,11,,1940,62,M,Y,Y,N
7,7,11,,2006,43,M,Y,N,N
7,7,11,,2006,38,F,Y,N,N
7,7,11,,2006,4,F,,,
7,8,11,Y,1988,47,M,Y,N,Y
7,8,11,Y,1988,45,F,Y,N,Y
7,8,11,Y,1988,23,F,Y,Y,Y
7,8,11,Y,1988,21,F,Y,Y,N
7,8,11,Y,1988,16,M,,,
