year,Date,Aluminium,Banana,Beef,Cocoa,Coffee_Arabica,Coffee_Robusta,Copper,Cotton,Groundnuts,Iron,Lamb,Wood,Nickel,Oil,Swine,Fish,Sugar,Tea,Uranium
2014,2014M6,1838.95,926.07,200.79,3174.31,198.91,104.63,6821.14,90.9,2212.72,92.74,137.63,291.72,18628.81,108.37,115.27,6.19,18.24,223.7,28.24
2014,2014M7,1948.3,930.82,227.5,3196.04,198.59,107.23,7113.38,83.84,2145.5,95.97,134.88,292.7,19117.65,105.22,128.67,6.39,18.73,232.39,28.38
2014,2014M8,2030.49,961.59,258.86,3270.27,214.5,105.07,7001.84,74,1986.8,92.63,132.14,289.17,18600.2,100.05,109.2,5.93,17.72,235.78,30.62
2014,2014M9,1990.43,925.41,272.3,3221.27,212.01,105.57,6872.22,73.38,2008.05,82.27,131.31,277.55,18034.8,95.89,100.53,5.49,16.54,232.95,34.23
2014,2014M10,1946.19,922.41,266.93,3100.83,227.06,109.39,6737.48,70.34,1833.78,80.09,130.67,275.65,15812.37,86.13,101.9,5.37,16.48,256.19,35.58
2014,2014M11,2055.56,904.7,261.5,2909.09,212.93,106.81,6712.85,67.53,1991.45,73.13,130.67,256.13,15807.05,76.96,86.16,5.75,15.88,243.34,40.5
2014,2014M12,1909.46,908.6,239.59,2946.95,200.59,103.51,6446.45,68.3,1995.1,68.8,129.26,249.39,15962.05,60.55,82.81,6.15,14.99,243.31,37.15
2015,2015M1,1814.72,911.6,232.02,2915.6,190.9,102.33,5830.54,67.35,1951.39,67.39,128.62,249.39,14849.19,47.45,73,5.95,15.06,269.62,36.03
2015,2015M2,1817.82,966.85,209.88,2961.94,179.94,103.74,5729.28,69.84,2028.17,62.69,122.94,249.39,14573.84,54.93,61.84,5.58,14.51,296.35,38.05
2015,2015M3,1773.86,1045.96,207.8,2878.03,160.02,98.07,5939.67,69.35,2070.86,56.94,115.85,249.39,13755.5,52.83,61.71,5.14,12.84,307.56,39.39
2015,2015M4,1819.19,1059.14,214.43,2868.27,164.95,98.73,6042.09,71.7,2017.27,51.15,115.21,249.39,12830.93,57.42,60.98,5.12,12.91,290.74,38.66
2015,2015M5,1804.04,946.79,199.21,3096,158.17,94.35,6294.78,72.86,2047.08,60.23,112.54,249.39,13511.34,62.5,77.32,5.12,12.7,313.81,35.59
